# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:13:16
NREL's_S826_Airfoil_Re0.800_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.3333933e-01;END;END
-3.0000000e+01;-8.2010078e-01;END;END
-2.9000000e+01;-8.0603254e-01;END;END
-2.8000000e+01;-7.9116654e-01;END;END
-2.7000000e+01;-7.7553761e-01;END;END
-2.6000000e+01;-7.5918388e-01;END;END
-2.5000000e+01;-7.4214727e-01;END;END
-2.4000000e+01;-7.2447383e-01;END;END
-2.3000000e+01;-7.0621455e-01;END;END
-2.2000000e+01;-6.8742597e-01;END;END
-2.1000000e+01;-6.6817164e-01;END;END
-2.0000000e+01;-6.4852327e-01;END;END
-1.9000000e+01;-6.2856263e-01;END;END
-1.8000000e+01;-6.0838431e-01;END;END
-1.7000000e+01;-5.8809882e-01;END;END
-1.6000000e+01;-5.6783754e-01;END;END
-1.5000000e+01;-3.0910000e-01;END;END
-1.4500000e+01;-2.9769999e-01;END;END
-1.3500000e+01;-2.7469999e-01;END;END
-1.3000000e+01;-2.5979999e-01;END;END
-1.2500000e+01;-2.4609999e-01;END;END
-1.1000000e+01;-2.6220000e-01;END;END
-1.0500000e+01;-4.6640000e-01;END;END
-9.5000000e+00;-4.6190000e-01;END;END
-9.0000000e+00;-3.9080000e-01;END;END
-8.5000000e+00;-2.9690000e-01;END;END
-8.0000000e+00;-2.4250001e-01;END;END
-7.5000000e+00;-1.9310001e-01;END;END
-7.0000000e+00;-1.4120001e-01;END;END
-6.5000000e+00;-8.6900003e-02;END;END
-6.0000000e+00;-3.0500000e-02;END;END
-5.5000000e+00;2.6400000e-02;END;END
-5.0000000e+00;8.4100001e-02;END;END
-4.5000000e+00;1.4219999e-01;END;END
-4.0000000e+00;2.0100001e-01;END;END
-3.5000000e+00;2.5999999e-01;END;END
-3.0000000e+00;3.1940001e-01;END;END
-2.5000000e+00;3.8370001e-01;END;END
-2.0000000e+00;4.4100001e-01;END;END
-1.5000000e+00;4.9840000e-01;END;END
-1.0000000e+00;5.5549997e-01;END;END
-5.0000000e-01;6.1220002e-01;END;END
0.0000000e+00;6.6920000e-01;END;END
5.0000000e-01;7.2579998e-01;END;END
1.0000000e+00;7.8250003e-01;END;END
1.5000000e+00;8.3859998e-01;END;END
2.0000000e+00;8.9450002e-01;END;END
2.5000000e+00;9.4849998e-01;END;END
3.0000000e+00;1.0021000e+00;END;END
3.5000000e+00;1.0545000e+00;END;END
4.0000000e+00;1.1009001e+00;END;END
4.5000000e+00;1.1429000e+00;END;END
5.0000000e+00;1.1849999e+00;END;END
5.5000000e+00;1.2280000e+00;END;END
6.0000000e+00;1.2683001e+00;END;END
6.5000000e+00;1.3082000e+00;END;END
7.0000000e+00;1.3442000e+00;END;END
7.5000000e+00;1.3780000e+00;END;END
8.0000000e+00;1.4098001e+00;END;END
8.5000000e+00;1.4403000e+00;END;END
9.0000000e+00;1.4677000e+00;END;END
9.5000000e+00;1.4921000e+00;END;END
1.0000000e+01;1.5154001e+00;END;END
1.0500000e+01;1.5383000e+00;END;END
1.1000000e+01;1.5597000e+00;END;END
1.1500000e+01;1.5781000e+00;END;END
1.2000000e+01;1.5944000e+00;END;END
1.2500000e+01;1.6078000e+00;END;END
1.3000000e+01;1.6201000e+00;END;END
1.3500000e+01;1.6306000e+00;END;END
1.4000000e+01;1.6386000e+00;END;END
1.4500000e+01;1.6443000e+00;END;END
1.5000000e+01;1.6476001e+00;END;END
1.5500000e+01;1.6450000e+00;END;END
1.6000000e+01;1.6411000e+00;END;END
1.6500000e+01;1.6332999e+00;END;END
1.7000000e+01;1.6224000e+00;END;END
1.7500000e+01;1.6093000e+00;END;END
1.8000000e+01;1.5918000e+00;END;END
1.8500000e+01;1.5714000e+00;END;END
1.9000000e+01;1.5519000e+00;END;END
1.9500000e+01;1.5269001e+00;END;END
2.0000000e+01;1.5005000e+00;END;END
2.1000000e+01;1.4101868e+00;END;END
2.2000000e+01;1.3875818e+00;END;END
2.3000000e+01;1.3678405e+00;END;END
2.4000000e+01;1.3504899e+00;END;END
2.5000000e+01;1.3351294e+00;END;END
2.6000000e+01;1.3214176e+00;END;END
2.7000000e+01;1.3090609e+00;END;END
2.8000000e+01;1.2978059e+00;END;END
2.9000000e+01;1.2874321e+00;END;END
3.0000000e+01;1.2777468e+00;END;END
3.1000000e+01;1.2685808e+00;END;END
3.2000000e+01;1.2597851e+00;END;END
3.3000000e+01;1.2512277e+00;END;END
3.4000000e+01;1.2427917e+00;END;END
3.5000000e+01;1.2343730e+00;END;END
3.6000000e+01;1.2258787e+00;END;END
3.7000000e+01;1.2172264e+00;END;END
3.8000000e+01;1.2083417e+00;END;END
3.9000000e+01;1.1991589e+00;END;END
4.0000000e+01;1.1896189e+00;END;END
4.1000000e+01;1.1796691e+00;END;END
4.2000000e+01;1.1692628e+00;END;END
4.3000000e+01;1.1583582e+00;END;END
4.4000000e+01;1.1469188e+00;END;END
4.5000000e+01;1.1349121e+00;END;END
4.6000000e+01;1.1223102e+00;END;END
4.7000000e+01;1.1090883e+00;END;END
4.8000000e+01;1.0952258e+00;END;END
4.9000000e+01;1.0807052e+00;END;END
5.0000000e+01;1.0655119e+00;END;END
5.1000000e+01;1.0496346e+00;END;END
5.2000000e+01;1.0330645e+00;END;END
5.3000000e+01;1.0157955e+00;END;END
5.4000000e+01;9.9782401e-01;END;END
5.5000000e+01;9.7914875e-01;END;END
5.6000000e+01;9.5977080e-01;END;END
5.7000000e+01;9.3969327e-01;END;END
5.8000000e+01;9.1892141e-01;END;END
5.9000000e+01;8.9746243e-01;END;END
6.0000000e+01;8.7532532e-01;END;END
6.1000000e+01;8.5252112e-01;END;END
6.2000000e+01;8.2906240e-01;END;END
6.3000000e+01;8.0496341e-01;END;END
6.4000000e+01;7.8024006e-01;END;END
6.5000000e+01;7.5490981e-01;END;END
6.6000000e+01;7.2899163e-01;END;END
6.7000000e+01;7.0250565e-01;END;END
6.8000000e+01;6.7547369e-01;END;END
6.9000000e+01;6.4791870e-01;END;END
7.0000000e+01;6.1986482e-01;END;END
7.1000000e+01;5.9133744e-01;END;END
7.2000000e+01;5.6236309e-01;END;END
7.3000000e+01;5.3296942e-01;END;END
7.4000000e+01;5.0318491e-01;END;END
7.5000000e+01;4.7303930e-01;END;END
7.6000000e+01;4.4256297e-01;END;END
7.7000000e+01;4.1178736e-01;END;END
7.8000000e+01;3.8074461e-01;END;END
7.9000000e+01;3.4946766e-01;END;END
8.0000000e+01;3.1799021e-01;END;END
8.1000000e+01;2.8634652e-01;END;END
8.2000000e+01;2.5457159e-01;END;END
8.3000000e+01;2.2270088e-01;END;END
8.4000000e+01;1.9077037e-01;END;END
8.5000000e+01;1.5881655e-01;END;END
8.6000000e+01;1.2687629e-01;END;END
8.7000000e+01;9.4986826e-02;END;END
8.8000000e+01;6.3185707e-02;END;END
8.9000000e+01;3.1510752e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
