# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:17:23
NREL's_S826_Airfoil_Re1.300_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.4646535e-01;END;END
-3.0000000e+01;-8.3390248e-01;END;END
-2.9000000e+01;-8.2055062e-01;END;END
-2.8000000e+01;-8.0644578e-01;END;END
-2.7000000e+01;-7.9162759e-01;END;END
-2.6000000e+01;-7.7613974e-01;END;END
-2.5000000e+01;-7.6003045e-01;END;END
-2.4000000e+01;-7.4335325e-01;END;END
-2.3000000e+01;-7.2616786e-01;END;END
-2.2000000e+01;-7.0854127e-01;END;END
-2.1000000e+01;-6.9054937e-01;END;END
-2.0000000e+01;-6.7227858e-01;END;END
-1.9000000e+01;-6.5382880e-01;END;END
-1.8000000e+01;-6.3531649e-01;END;END
-1.7000000e+01;-6.1687934e-01;END;END
-1.6000000e+01;-5.9868270e-01;END;END
-1.5000000e+01;-5.8092850e-01;END;END
-1.4000000e+01;-5.6386793e-01;END;END
-1.3000000e+01;-5.4782009e-01;END;END
-1.2000000e+01;-5.3320003e-01;END;END
-1.1000000e+01;-5.2240002e-01;END;END
-1.0000000e+01;-4.4780001e-01;END;END
-9.0000000e+00;-3.4619999e-01;END;END
-8.0000000e+00;-2.4830000e-01;END;END
-7.0000000e+00;-1.3880000e-01;END;END
-6.0000000e+00;-2.4000000e-02;END;END
-4.0000000e+00;2.0980000e-01;END;END
-3.0000000e+00;3.2859999e-01;END;END
-2.0000000e+00;4.5170000e-01;END;END
-1.0000000e+00;5.6690001e-01;END;END
0.0000000e+00;6.8140000e-01;END;END
1.0000000e+00;7.9509997e-01;END;END
2.0000000e+00;9.0630001e-01;END;END
3.0000000e+00;1.0129000e+00;END;END
4.0000000e+00;1.1044000e+00;END;END
5.0000000e+00;1.1971999e+00;END;END
6.0000000e+00;1.2869000e+00;END;END
7.0000000e+00;1.3660001e+00;END;END
8.0000000e+00;1.4323000e+00;END;END
9.0000000e+00;1.4946001e+00;END;END
1.1000000e+01;1.6026000e+00;END;END
1.2000000e+01;1.6433001e+00;END;END
1.3000000e+01;1.6732000e+00;END;END
1.4000000e+01;1.6957999e+00;END;END
1.5000000e+01;1.7094001e+00;END;END
1.6000000e+01;1.7124000e+00;END;END
1.7000000e+01;1.7021000e+00;END;END
1.8000000e+01;1.6793000e+00;END;END
1.9000000e+01;1.6447999e+00;END;END
2.0000000e+01;1.5993000e+00;END;END
2.1000000e+01;1.4985358e+00;END;END
2.2000000e+01;1.4709469e+00;END;END
2.3000000e+01;1.4466180e+00;END;END
2.4000000e+01;1.4250274e+00;END;END
2.5000000e+01;1.4057336e+00;END;END
2.6000000e+01;1.3883606e+00;END;END
2.7000000e+01;1.3725857e+00;END;END
2.8000000e+01;1.3581297e+00;END;END
2.9000000e+01;1.3447506e+00;END;END
3.0000000e+01;1.3322370e+00;END;END
3.1000000e+01;1.3204035e+00;END;END
3.2000000e+01;1.3090864e+00;END;END
3.3000000e+01;1.2981416e+00;END;END
3.4000000e+01;1.2874410e+00;END;END
3.5000000e+01;1.2768706e+00;END;END
3.6000000e+01;1.2663293e+00;END;END
3.7000000e+01;1.2557265e+00;END;END
3.8000000e+01;1.2449813e+00;END;END
3.9000000e+01;1.2340217e+00;END;END
4.0000000e+01;1.2227831e+00;END;END
4.1000000e+01;1.2112080e+00;END;END
4.2000000e+01;1.1992450e+00;END;END
4.3000000e+01;1.1868486e+00;END;END
4.4000000e+01;1.1739786e+00;END;END
4.5000000e+01;1.1605991e+00;END;END
4.6000000e+01;1.1466790e+00;END;END
4.7000000e+01;1.1321912e+00;END;END
4.8000000e+01;1.1171123e+00;END;END
4.9000000e+01;1.1014224e+00;END;END
5.0000000e+01;1.0851053e+00;END;END
5.1000000e+01;1.0681473e+00;END;END
5.2000000e+01;1.0505379e+00;END;END
5.3000000e+01;1.0322697e+00;END;END
5.4000000e+01;1.0133374e+00;END;END
5.5000000e+01;9.9373847e-01;END;END
5.6000000e+01;9.7347260e-01;END;END
5.7000000e+01;9.5254183e-01;END;END
5.8000000e+01;9.3095034e-01;END;END
5.9000000e+01;9.0870434e-01;END;END
6.0000000e+01;8.8581198e-01;END;END
6.1000000e+01;8.6228341e-01;END;END
6.2000000e+01;8.3813035e-01;END;END
6.3000000e+01;8.1336653e-01;END;END
6.4000000e+01;7.8800702e-01;END;END
6.5000000e+01;7.6206875e-01;END;END
6.6000000e+01;7.3557007e-01;END;END
6.7000000e+01;7.0853066e-01;END;END
6.8000000e+01;6.8097180e-01;END;END
6.9000000e+01;6.5291595e-01;END;END
7.0000000e+01;6.2438697e-01;END;END
7.1000000e+01;5.9540975e-01;END;END
7.2000000e+01;5.6601053e-01;END;END
7.3000000e+01;5.3621656e-01;END;END
7.4000000e+01;5.0605613e-01;END;END
7.5000000e+01;4.7555858e-01;END;END
7.6000000e+01;4.4475412e-01;END;END
7.7000000e+01;4.1367394e-01;END;END
7.8000000e+01;3.8235000e-01;END;END
7.9000000e+01;3.5081500e-01;END;END
8.0000000e+01;3.1910250e-01;END;END
8.1000000e+01;2.8724661e-01;END;END
8.2000000e+01;2.5528213e-01;END;END
8.3000000e+01;2.2324446e-01;END;END
8.4000000e+01;1.9116947e-01;END;END
8.5000000e+01;1.5909354e-01;END;END
8.6000000e+01;1.2705348e-01;END;END
8.7000000e+01;9.5086463e-02;END;END
8.8000000e+01;6.3229978e-02;END;END
8.9000000e+01;3.1521816e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
