# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:04:56
NREL's_S826_Airfoil_Re0.100_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-7.7221489e-01;END;END
-3.0000000e+01;-7.5582987e-01;END;END
-2.9000000e+01;-7.3842573e-01;END;END
-2.8000000e+01;-7.2001505e-01;END;END
-2.7000000e+01;-7.0061058e-01;END;END
-2.6000000e+01;-6.8022490e-01;END;END
-2.5000000e+01;-6.5887004e-01;END;END
-2.4000000e+01;-6.3655740e-01;END;END
-2.3000000e+01;-6.1329705e-01;END;END
-2.2000000e+01;-5.8909744e-01;END;END
-2.1000000e+01;-5.6396449e-01;END;END
-2.0000000e+01;-5.3790087e-01;END;END
-1.9000000e+01;-5.1090467e-01;END;END
-1.8000000e+01;-4.8296812e-01;END;END
-1.7000000e+01;-4.5407543e-01;END;END
-1.6000000e+01;-4.2419988e-01;END;END
-1.5000000e+01;-3.9330000e-01;END;END
-1.4500000e+01;-3.8440001e-01;END;END
-1.4000000e+01;-3.7689999e-01;END;END
-1.3500000e+01;-3.7160000e-01;END;END
-1.3000000e+01;-3.6489999e-01;END;END
-1.2500000e+01;-3.6109999e-01;END;END
-1.2000000e+01;-3.5659999e-01;END;END
-1.1500000e+01;-3.5650000e-01;END;END
-1.1000000e+01;-3.5679999e-01;END;END
-1.0500000e+01;-3.5760000e-01;END;END
-1.0000000e+01;-3.6190000e-01;END;END
-9.5000000e+00;-3.4819999e-01;END;END
-9.0000000e+00;-3.5310000e-01;END;END
-8.5000000e+00;-3.6359999e-01;END;END
-8.0000000e+00;-3.8990000e-01;END;END
-7.5000000e+00;-3.7860000e-01;END;END
-7.0000000e+00;-3.4189999e-01;END;END
-6.5000000e+00;-2.8940001e-01;END;END
-6.0000000e+00;-2.3530000e-01;END;END
-5.5000000e+00;-1.7829999e-01;END;END
-5.0000000e+00;-1.1410000e-01;END;END
-4.5000000e+00;-4.0899999e-02;END;END
-4.0000000e+00;4.4000000e-02;END;END
-3.5000000e+00;1.3670000e-01;END;END
-3.0000000e+00;2.0790000e-01;END;END
-2.5000000e+00;2.7489999e-01;END;END
-2.0000000e+00;3.4070000e-01;END;END
-1.5000000e+00;4.0560001e-01;END;END
-1.0000000e+00;4.6680000e-01;END;END
-5.0000000e-01;5.2800000e-01;END;END
0.0000000e+00;5.8759999e-01;END;END
5.0000000e-01;6.4679998e-01;END;END
1.0000000e+00;7.0490003e-01;END;END
1.5000000e+00;7.6249999e-01;END;END
2.0000000e+00;8.1919998e-01;END;END
2.5000000e+00;8.7589997e-01;END;END
3.0000000e+00;9.3190002e-01;END;END
3.5000000e+00;9.8659998e-01;END;END
4.0000000e+00;1.0401000e+00;END;END
4.5000000e+00;1.0922000e+00;END;END
5.0000000e+00;1.1396000e+00;END;END
5.5000000e+00;1.1851000e+00;END;END
6.0000000e+00;1.2273000e+00;END;END
7.0000000e+00;1.2941999e+00;END;END
7.5000000e+00;1.3022000e+00;END;END
8.0000000e+00;1.3107001e+00;END;END
8.5000000e+00;1.3206000e+00;END;END
9.0000000e+00;1.3308001e+00;END;END
9.5000000e+00;1.3417000e+00;END;END
1.0000000e+01;1.3516001e+00;END;END
1.0500000e+01;1.3595001e+00;END;END
1.1000000e+01;1.3602999e+00;END;END
1.1500000e+01;1.3672000e+00;END;END
1.2000000e+01;1.3732001e+00;END;END
1.2500000e+01;1.3764000e+00;END;END
1.3000000e+01;1.3769000e+00;END;END
1.3500000e+01;1.3741000e+00;END;END
1.4000000e+01;1.3679000e+00;END;END
1.4500000e+01;1.3597000e+00;END;END
1.5000000e+01;1.3483000e+00;END;END
1.5500000e+01;1.3352000e+00;END;END
1.6000000e+01;1.3202000e+00;END;END
1.6500000e+01;1.3031000e+00;END;END
1.7000000e+01;1.2850000e+00;END;END
1.7500000e+01;1.2678000e+00;END;END
1.8000000e+01;9.7130001e-01;END;END
1.8500000e+01;1.2316000e+00;END;END
1.9000000e+01;1.2083000e+00;END;END
1.9500000e+01;1.2064000e+00;END;END
2.0000000e+01;1.2148000e+00;END;END
2.1000000e+01;1.1683105e+00;END;END
2.2000000e+01;1.1593505e+00;END;END
2.3000000e+01;1.1521690e+00;END;END
2.4000000e+01;1.1464261e+00;END;END
2.5000000e+01;1.1418338e+00;END;END
2.6000000e+01;1.1381451e+00;END;END
2.7000000e+01;1.1351472e+00;END;END
2.8000000e+01;1.1326556e+00;END;END
2.9000000e+01;1.1305093e+00;END;END
3.0000000e+01;1.1285670e+00;END;END
3.1000000e+01;1.1267042e+00;END;END
3.2000000e+01;1.1248111e+00;END;END
3.3000000e+01;1.1227899e+00;END;END
3.4000000e+01;1.1205539e+00;END;END
3.5000000e+01;1.1180255e+00;END;END
3.6000000e+01;1.1151360e+00;END;END
3.7000000e+01;1.1118233e+00;END;END
3.8000000e+01;1.1080325e+00;END;END
3.9000000e+01;1.1037141e+00;END;END
4.0000000e+01;1.0988245e+00;END;END
4.1000000e+01;1.0933245e+00;END;END
4.2000000e+01;1.0871795e+00;END;END
4.3000000e+01;1.0803590e+00;END;END
4.4000000e+01;1.0728363e+00;END;END
4.5000000e+01;1.0645881e+00;END;END
4.6000000e+01;1.0555946e+00;END;END
4.7000000e+01;1.0458386e+00;END;END
4.8000000e+01;1.0353065e+00;END;END
4.9000000e+01;1.0239867e+00;END;END
5.0000000e+01;1.0118705e+00;END;END
5.1000000e+01;9.9895191e-01;END;END
5.2000000e+01;9.8522675e-01;END;END
5.3000000e+01;9.7069347e-01;END;END
5.4000000e+01;9.5535243e-01;END;END
5.5000000e+01;9.3920612e-01;END;END
5.6000000e+01;9.2225903e-01;END;END
5.7000000e+01;9.0451741e-01;END;END
5.8000000e+01;8.8598943e-01;END;END
5.9000000e+01;8.6668503e-01;END;END
6.0000000e+01;8.4661567e-01;END;END
6.1000000e+01;8.2579464e-01;END;END
6.2000000e+01;8.0423665e-01;END;END
6.3000000e+01;7.8195792e-01;END;END
6.4000000e+01;7.5897616e-01;END;END
6.5000000e+01;7.3531055e-01;END;END
6.6000000e+01;7.1098155e-01;END;END
6.7000000e+01;6.8601078e-01;END;END
6.8000000e+01;6.6042137e-01;END;END
6.9000000e+01;6.3423747e-01;END;END
7.0000000e+01;6.0748434e-01;END;END
7.1000000e+01;5.8018851e-01;END;END
7.2000000e+01;5.5237746e-01;END;END
7.3000000e+01;5.2407956e-01;END;END
7.4000000e+01;4.9532437e-01;END;END
7.5000000e+01;4.6614218e-01;END;END
7.6000000e+01;4.3656418e-01;END;END
7.7000000e+01;4.0662235e-01;END;END
7.8000000e+01;3.7634945e-01;END;END
7.9000000e+01;3.4577900e-01;END;END
8.0000000e+01;3.1494507e-01;END;END
8.1000000e+01;2.8388241e-01;END;END
8.2000000e+01;2.5262633e-01;END;END
8.3000000e+01;2.2121269e-01;END;END
8.4000000e+01;1.8967775e-01;END;END
8.5000000e+01;1.5805821e-01;END;END
8.6000000e+01;1.2639117e-01;END;END
8.7000000e+01;9.4714038e-02;END;END
8.8000000e+01;6.3064501e-02;END;END
8.9000000e+01;3.1480454e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
