# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:07:41
NREL's_S826_Airfoil_Re0.200_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.8003138e+00;END;END
-8.8000000e+01;1.7995317e+00;END;END
-8.7000000e+01;1.7976551e+00;END;END
-8.6000000e+01;1.7946872e+00;END;END
-8.5000000e+01;1.7906324e+00;END;END
-8.4000000e+01;1.7854965e+00;END;END
-8.3000000e+01;1.7792864e+00;END;END
-8.2000000e+01;1.7720106e+00;END;END
-8.1000000e+01;1.7636787e+00;END;END
-8.0000000e+01;1.7543014e+00;END;END
-7.9000000e+01;1.7438914e+00;END;END
-7.8000000e+01;1.7324616e+00;END;END
-7.7000000e+01;1.7200271e+00;END;END
-7.6000000e+01;1.7066036e+00;END;END
-7.5000000e+01;1.6922084e+00;END;END
-7.4000000e+01;1.6768596e+00;END;END
-7.3000000e+01;1.6605768e+00;END;END
-7.2000000e+01;1.6433805e+00;END;END
-7.1000000e+01;1.6252925e+00;END;END
-7.0000000e+01;1.6063355e+00;END;END
-6.9000000e+01;1.5865335e+00;END;END
-6.8000000e+01;1.5659112e+00;END;END
-6.7000000e+01;1.5444944e+00;END;END
-6.6000000e+01;1.5223100e+00;END;END
-6.5000000e+01;1.4993860e+00;END;END
-6.4000000e+01;1.4757506e+00;END;END
-6.3000000e+01;1.4514335e+00;END;END
-6.2000000e+01;1.4264652e+00;END;END
-6.1000000e+01;1.4008766e+00;END;END
-6.0000000e+01;1.3746997e+00;END;END
-5.9000000e+01;1.3479669e+00;END;END
-5.8000000e+01;1.3207117e+00;END;END
-5.7000000e+01;1.2929678e+00;END;END
-5.6000000e+01;1.2647697e+00;END;END
-5.5000000e+01;1.2361524e+00;END;END
-5.4000000e+01;1.2071515e+00;END;END
-5.3000000e+01;1.1778029e+00;END;END
-5.2000000e+01;1.1481429e+00;END;END
-5.1000000e+01;1.1182085e+00;END;END
-5.0000000e+01;1.0880367e+00;END;END
-4.9000000e+01;1.0576646e+00;END;END
-4.8000000e+01;1.0271302e+00;END;END
-4.7000000e+01;9.9647111e-01;END;END
-4.6000000e+01;9.6572524e-01;END;END
-4.5000000e+01;9.3493062e-01;END;END
-4.4000000e+01;9.0412539e-01;END;END
-4.3000000e+01;8.7334758e-01;END;END
-4.2000000e+01;8.4263527e-01;END;END
-4.1000000e+01;8.1202638e-01;END;END
-4.0000000e+01;7.8155875e-01;END;END
-3.9000000e+01;7.5127000e-01;END;END
-3.8000000e+01;7.2119755e-01;END;END
-3.7000000e+01;6.9137847e-01;END;END
-3.6000000e+01;6.6184962e-01;END;END
-3.5000000e+01;6.3264745e-01;END;END
-3.4000000e+01;6.0380799e-01;END;END
-3.3000000e+01;5.7536680e-01;END;END
-3.2000000e+01;5.4735899e-01;END;END
-3.1000000e+01;5.1981908e-01;END;END
-3.0000000e+01;4.9278110e-01;END;END
-2.9000000e+01;4.6627831e-01;END;END
-2.8000000e+01;4.4034344e-01;END;END
-2.7000000e+01;4.1500843e-01;END;END
-2.6000000e+01;3.9030451e-01;END;END
-2.5000000e+01;3.6626217e-01;END;END
-2.4000000e+01;3.4291101e-01;END;END
-2.3000000e+01;3.2027981e-01;END;END
-2.2000000e+01;2.9839647e-01;END;END
-2.1000000e+01;2.7728793e-01;END;END
-2.0000000e+01;2.5698021e-01;END;END
-1.9000000e+01;2.3749833e-01;END;END
-1.8000000e+01;2.1886629e-01;END;END
-1.7000000e+01;2.0110703e-01;END;END
-1.6000000e+01;1.8424243e-01;END;END
-1.5000000e+01;1.7422999e-01;END;END
-1.4500000e+01;1.6799000e-01;END;END
-1.4000000e+01;1.6161001e-01;END;END
-1.3500000e+01;1.5498000e-01;END;END
-1.3000000e+01;1.4809000e-01;END;END
-1.2000000e+01;1.3299000e-01;END;END
-1.1500000e+01;1.2361000e-01;END;END
-1.1000000e+01;1.1329000e-01;END;END
-1.0500000e+01;1.0148000e-01;END;END
-1.0000000e+01;9.0630002e-02;END;END
-9.5000000e+00;7.7390000e-02;END;END
-9.0000000e+00;6.0910001e-02;END;END
-7.5000000e+00;2.8510001e-02;END;END
-7.0000000e+00;2.3259999e-02;END;END
-6.5000000e+00;2.0339999e-02;END;END
-6.0000000e+00;1.8390000e-02;END;END
-5.5000000e+00;1.6419999e-02;END;END
-5.0000000e+00;1.4940000e-02;END;END
-4.5000000e+00;1.3870000e-02;END;END
-4.0000000e+00;1.3090000e-02;END;END
-3.5000000e+00;1.1590000e-02;END;END
-3.0000000e+00;1.1750000e-02;END;END
-2.5000000e+00;1.1950000e-02;END;END
-2.0000000e+00;1.2050000e-02;END;END
-1.5000000e+00;1.2140000e-02;END;END
-1.0000000e+00;1.2240000e-02;END;END
-5.0000000e-01;1.2360000e-02;END;END
0.0000000e+00;1.2500000e-02;END;END
5.0000000e-01;1.2660000e-02;END;END
1.0000000e+00;1.2830000e-02;END;END
1.5000000e+00;1.3020000e-02;END;END
2.0000000e+00;1.3240000e-02;END;END
2.5000000e+00;1.3480000e-02;END;END
3.0000000e+00;1.3730000e-02;END;END
3.5000000e+00;1.4010000e-02;END;END
4.0000000e+00;1.4330000e-02;END;END
4.5000000e+00;1.4680000e-02;END;END
5.0000000e+00;1.5070000e-02;END;END
5.5000000e+00;1.5530000e-02;END;END
6.0000000e+00;1.6480001e-02;END;END
6.5000000e+00;1.8279999e-02;END;END
7.0000000e+00;2.0059999e-02;END;END
7.5000000e+00;2.1919999e-02;END;END
8.0000000e+00;2.3770001e-02;END;END
8.5000000e+00;2.5739999e-02;END;END
9.0000000e+00;2.7939999e-02;END;END
9.5000000e+00;3.0409999e-02;END;END
1.0000000e+01;3.3270001e-02;END;END
1.0500000e+01;3.6580000e-02;END;END
1.1000000e+01;4.0190000e-02;END;END
1.1500000e+01;4.4259999e-02;END;END
1.2000000e+01;4.8870001e-02;END;END
1.3000000e+01;5.9000000e-02;END;END
1.3500000e+01;6.5279998e-02;END;END
1.4000000e+01;7.2219998e-02;END;END
1.4500000e+01;7.9779997e-02;END;END
1.5000000e+01;8.8200003e-02;END;END
1.5500000e+01;9.7750001e-02;END;END
1.6000000e+01;1.0814000e-01;END;END
1.6500000e+01;1.1936000e-01;END;END
1.7000000e+01;1.3170999e-01;END;END
1.7500000e+01;1.4530000e-01;END;END
1.8000000e+01;1.6012999e-01;END;END
1.8500000e+01;1.7692000e-01;END;END
1.9000000e+01;1.9471000e-01;END;END
1.9500000e+01;2.1301000e-01;END;END
2.0000000e+01;2.3071000e-01;END;END
2.1000000e+01;1.9793279e-01;END;END
2.2000000e+01;2.1958505e-01;END;END
2.3000000e+01;2.4203612e-01;END;END
2.4000000e+01;2.6525888e-01;END;END
2.5000000e+01;2.8922525e-01;END;END
2.6000000e+01;3.1390625e-01;END;END
2.7000000e+01;3.3927211e-01;END;END
2.8000000e+01;3.6529213e-01;END;END
2.9000000e+01;3.9193490e-01;END;END
3.0000000e+01;4.1916820e-01;END;END
3.1000000e+01;4.4695917e-01;END;END
3.2000000e+01;4.7527418e-01;END;END
3.3000000e+01;5.0407910e-01;END;END
3.4000000e+01;5.3333908e-01;END;END
3.5000000e+01;5.6301886e-01;END;END
3.6000000e+01;5.9308249e-01;END;END
3.7000000e+01;6.2349379e-01;END;END
3.8000000e+01;6.5421593e-01;END;END
3.9000000e+01;6.8521190e-01;END;END
4.0000000e+01;7.1644431e-01;END;END
4.1000000e+01;7.4787539e-01;END;END
4.2000000e+01;7.7946734e-01;END;END
4.3000000e+01;8.1118190e-01;END;END
4.4000000e+01;8.4298086e-01;END;END
4.5000000e+01;8.7482595e-01;END;END
4.6000000e+01;9.0667868e-01;END;END
4.7000000e+01;9.3850064e-01;END;END
4.8000000e+01;9.7025359e-01;END;END
4.9000000e+01;1.0018991e+00;END;END
5.0000000e+01;1.0333991e+00;END;END
5.1000000e+01;1.0647157e+00;END;END
5.2000000e+01;1.0958112e+00;END;END
5.3000000e+01;1.1266481e+00;END;END
5.4000000e+01;1.1571892e+00;END;END
5.5000000e+01;1.1873980e+00;END;END
5.6000000e+01;1.2172378e+00;END;END
5.7000000e+01;1.2466730e+00;END;END
5.8000000e+01;1.2756681e+00;END;END
5.9000000e+01;1.3041883e+00;END;END
6.0000000e+01;1.3321992e+00;END;END
6.1000000e+01;1.3596674e+00;END;END
6.2000000e+01;1.3865597e+00;END;END
6.3000000e+01;1.4128439e+00;END;END
6.4000000e+01;1.4384886e+00;END;END
6.5000000e+01;1.4634629e+00;END;END
6.6000000e+01;1.4877371e+00;END;END
6.7000000e+01;1.5112820e+00;END;END
6.8000000e+01;1.5340693e+00;END;END
6.9000000e+01;1.5560719e+00;END;END
7.0000000e+01;1.5772636e+00;END;END
7.1000000e+01;1.5976189e+00;END;END
7.2000000e+01;1.6171138e+00;END;END
7.3000000e+01;1.6357249e+00;END;END
7.4000000e+01;1.6534302e+00;END;END
7.5000000e+01;1.6702086e+00;END;END
7.6000000e+01;1.6860400e+00;END;END
7.7000000e+01;1.7009060e+00;END;END
7.8000000e+01;1.7147889e+00;END;END
7.9000000e+01;1.7276723e+00;END;END
8.0000000e+01;1.7395412e+00;END;END
8.1000000e+01;1.7503816e+00;END;END
8.2000000e+01;1.7601807e+00;END;END
8.3000000e+01;1.7689275e+00;END;END
8.4000000e+01;1.7766114e+00;END;END
8.5000000e+01;1.7832241e+00;END;END
8.6000000e+01;1.7887578e+00;END;END
8.7000000e+01;1.7932065e+00;END;END
8.8000000e+01;1.7965652e+00;END;END
8.9000000e+01;1.7988304e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
