# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:11:06
NREL's_S826_Airfoil_Re0.500_M0.30_N9.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.3599132e-01;END;END
-3.0000000e+01;-8.2288933e-01;END;END
-2.9000000e+01;-8.0896580e-01;END;END
-2.8000000e+01;-7.9425359e-01;END;END
-2.7000000e+01;-7.7878845e-01;END;END
-2.6000000e+01;-7.6260966e-01;END;END
-2.5000000e+01;-7.4576044e-01;END;END
-2.4000000e+01;-7.2828829e-01;END;END
-2.3000000e+01;-7.1024597e-01;END;END
-2.2000000e+01;-6.9169217e-01;END;END
-2.1000000e+01;-6.7269289e-01;END;END
-2.0000000e+01;-6.5332288e-01;END;END
-1.9000000e+01;-6.3366747e-01;END;END
-1.8000000e+01;-6.1382574e-01;END;END
-1.7000000e+01;-5.9391367e-01;END;END
-1.6000000e+01;-5.7406956e-01;END;END
-1.5000000e+01;-3.5089999e-01;END;END
-1.4500000e+01;-3.3870000e-01;END;END
-1.4000000e+01;-3.2519999e-01;END;END
-1.3500000e+01;-3.1320000e-01;END;END
-1.3000000e+01;-2.9949999e-01;END;END
-1.2500000e+01;-2.8119999e-01;END;END
-1.2000000e+01;-2.6870000e-01;END;END
-1.1000000e+01;-2.4640000e-01;END;END
-1.0500000e+01;-2.6629999e-01;END;END
-1.0000000e+01;-4.3250000e-01;END;END
-9.5000000e+00;-4.6380001e-01;END;END
-9.0000000e+00;-4.4720000e-01;END;END
-8.5000000e+00;-3.9680001e-01;END;END
-8.0000000e+00;-3.1799999e-01;END;END
-7.5000000e+00;-2.1850000e-01;END;END
-7.0000000e+00;-1.4600000e-01;END;END
-6.5000000e+00;-8.9500003e-02;END;END
-6.0000000e+00;-3.4699999e-02;END;END
-5.5000000e+00;2.1100000e-02;END;END
-5.0000000e+00;7.7699997e-02;END;END
-4.5000000e+00;1.3510001e-01;END;END
-4.0000000e+00;1.9329999e-01;END;END
-3.5000000e+00;2.5220001e-01;END;END
-3.0000000e+00;3.1729999e-01;END;END
-2.5000000e+00;3.7439999e-01;END;END
-2.0000000e+00;4.3140000e-01;END;END
-1.5000000e+00;4.8820001e-01;END;END
-1.0000000e+00;5.4479998e-01;END;END
-5.0000000e-01;6.0130000e-01;END;END
0.0000000e+00;6.5789998e-01;END;END
5.0000000e-01;7.1439999e-01;END;END
1.0000000e+00;7.7050000e-01;END;END
1.5000000e+00;8.2679999e-01;END;END
2.0000000e+00;8.8249999e-01;END;END
2.5000000e+00;9.3779999e-01;END;END
3.0000000e+00;9.9080002e-01;END;END
3.5000000e+00;1.0430000e+00;END;END
4.0000000e+00;1.0944999e+00;END;END
4.5000000e+00;1.1422000e+00;END;END
5.0000000e+00;1.1792001e+00;END;END
5.5000000e+00;1.2162000e+00;END;END
6.0000000e+00;1.2537000e+00;END;END
6.5000000e+00;1.2869000e+00;END;END
7.0000000e+00;1.3223000e+00;END;END
7.5000000e+00;1.3550000e+00;END;END
8.0000000e+00;1.3859000e+00;END;END
8.5000000e+00;1.4131000e+00;END;END
9.0000000e+00;1.4388000e+00;END;END
9.5000000e+00;1.4622999e+00;END;END
1.0000000e+01;1.4827000e+00;END;END
1.0500000e+01;1.5013000e+00;END;END
1.1000000e+01;1.5172000e+00;END;END
1.2000000e+01;1.5452000e+00;END;END
1.3000000e+01;1.5671999e+00;END;END
1.3500000e+01;1.5756000e+00;END;END
1.4000000e+01;1.5818000e+00;END;END
1.4500000e+01;1.5801001e+00;END;END
1.5000000e+01;1.5798000e+00;END;END
1.5500000e+01;1.5749000e+00;END;END
1.6000000e+01;1.5691000e+00;END;END
1.6500000e+01;1.5597000e+00;END;END
1.7000000e+01;1.5472000e+00;END;END
1.7500000e+01;1.5319999e+00;END;END
1.8000000e+01;1.5140001e+00;END;END
1.8500000e+01;1.4928000e+00;END;END
1.9000000e+01;1.4719000e+00;END;END
1.9500000e+01;1.4462000e+00;END;END
2.0000000e+01;1.4198999e+00;END;END
2.0500000e+01;1.3935000e+00;END;END
2.1000000e+01;1.3673000e+00;END;END
2.1500000e+01;1.3450000e+00;END;END
2.2000000e+01;1.3333000e+00;END;END
2.2500000e+01;1.3293999e+00;END;END
2.3000000e+01;1.2933987e+00;END;END
2.4000000e+01;1.2800547e+00;END;END
2.5000000e+01;1.2684109e+00;END;END
2.6000000e+01;1.2581587e+00;END;END
2.7000000e+01;1.2490324e+00;END;END
2.8000000e+01;1.2408023e+00;END;END
2.9000000e+01;1.2332683e+00;END;END
3.0000000e+01;1.2262555e+00;END;END
3.1000000e+01;1.2196103e+00;END;END
3.2000000e+01;1.2131971e+00;END;END
3.3000000e+01;1.2068957e+00;END;END
3.4000000e+01;1.2005998e+00;END;END
3.5000000e+01;1.1942142e+00;END;END
3.6000000e+01;1.1876545e+00;END;END
3.7000000e+01;1.1808451e+00;END;END
3.8000000e+01;1.1737187e+00;END;END
3.9000000e+01;1.1662149e+00;END;END
4.0000000e+01;1.1582801e+00;END;END
4.1000000e+01;1.1498662e+00;END;END
4.2000000e+01;1.1409307e+00;END;END
4.3000000e+01;1.1314359e+00;END;END
4.4000000e+01;1.1213483e+00;END;END
4.5000000e+01;1.1106390e+00;END;END
4.6000000e+01;1.0992824e+00;END;END
4.7000000e+01;1.0872569e+00;END;END
4.8000000e+01;1.0745438e+00;END;END
4.9000000e+01;1.0611280e+00;END;END
5.0000000e+01;1.0469970e+00;END;END
5.1000000e+01;1.0321409e+00;END;END
5.2000000e+01;1.0165527e+00;END;END
5.3000000e+01;1.0002279e+00;END;END
5.4000000e+01;9.8316443e-01;END;END
5.5000000e+01;9.6536207e-01;END;END
5.6000000e+01;9.4682312e-01;END;END
5.7000000e+01;9.2755187e-01;END;END
5.8000000e+01;9.0755451e-01;END;END
5.9000000e+01;8.8683921e-01;END;END
6.0000000e+01;8.6541587e-01;END;END
6.1000000e+01;8.4329617e-01;END;END
6.2000000e+01;8.2049346e-01;END;END
6.3000000e+01;7.9702276e-01;END;END
6.4000000e+01;7.7290058e-01;END;END
6.5000000e+01;7.4814492e-01;END;END
6.6000000e+01;7.2277522e-01;END;END
6.7000000e+01;6.9681227e-01;END;END
6.8000000e+01;6.7027819e-01;END;END
6.9000000e+01;6.4319646e-01;END;END
7.0000000e+01;6.1559153e-01;END;END
7.1000000e+01;5.8748925e-01;END;END
7.2000000e+01;5.5891645e-01;END;END
7.3000000e+01;5.2990097e-01;END;END
7.4000000e+01;5.0047177e-01;END;END
7.5000000e+01;4.7065866e-01;END;END
7.6000000e+01;4.4049242e-01;END;END
7.7000000e+01;4.1000459e-01;END;END
7.8000000e+01;3.7922755e-01;END;END
7.9000000e+01;3.4819448e-01;END;END
8.0000000e+01;3.1693915e-01;END;END
8.1000000e+01;2.8549603e-01;END;END
8.2000000e+01;2.5390017e-01;END;END
8.3000000e+01;2.2218721e-01;END;END
8.4000000e+01;1.9039324e-01;END;END
8.5000000e+01;1.5855481e-01;END;END
8.6000000e+01;1.2670885e-01;END;END
8.7000000e+01;9.4892666e-02;END;END
8.8000000e+01;6.3143872e-02;END;END
8.9000000e+01;3.1500295e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
