# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:18:49
NREL's_S826_Airfoil_Re1.500_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7986237e+00;END;END
-8.8000000e+01;1.7961518e+00;END;END
-8.7000000e+01;1.7925864e+00;END;END
-8.6000000e+01;1.7879314e+00;END;END
-8.5000000e+01;1.7821916e+00;END;END
-8.4000000e+01;1.7753732e+00;END;END
-8.3000000e+01;1.7674838e+00;END;END
-8.2000000e+01;1.7585322e+00;END;END
-8.1000000e+01;1.7485285e+00;END;END
-8.0000000e+01;1.7374842e+00;END;END
-7.9000000e+01;1.7254121e+00;END;END
-7.8000000e+01;1.7123260e+00;END;END
-7.7000000e+01;1.6982414e+00;END;END
-7.6000000e+01;1.6831743e+00;END;END
-7.5000000e+01;1.6671426e+00;END;END
-7.4000000e+01;1.6501650e+00;END;END
-7.3000000e+01;1.6322615e+00;END;END
-7.2000000e+01;1.6134533e+00;END;END
-7.1000000e+01;1.5937623e+00;END;END
-7.0000000e+01;1.5732120e+00;END;END
-6.9000000e+01;1.5518267e+00;END;END
-6.8000000e+01;1.5296317e+00;END;END
-6.7000000e+01;1.5066533e+00;END;END
-6.6000000e+01;1.4829190e+00;END;END
-6.5000000e+01;1.4584568e+00;END;END
-6.4000000e+01;1.4332957e+00;END;END
-6.3000000e+01;1.4074661e+00;END;END
-6.2000000e+01;1.3809984e+00;END;END
-6.1000000e+01;1.3539244e+00;END;END
-6.0000000e+01;1.3262763e+00;END;END
-5.9000000e+01;1.2980872e+00;END;END
-5.8000000e+01;1.2693907e+00;END;END
-5.7000000e+01;1.2402213e+00;END;END
-5.6000000e+01;1.2106137e+00;END;END
-5.5000000e+01;1.1806034e+00;END;END
-5.4000000e+01;1.1502265e+00;END;END
-5.3000000e+01;1.1195191e+00;END;END
-5.2000000e+01;1.0885181e+00;END;END
-5.1000000e+01;1.0572609e+00;END;END
-5.0000000e+01;1.0257847e+00;END;END
-4.9000000e+01;9.9412751e-01;END;END
-4.8000000e+01;9.6232712e-01;END;END
-4.7000000e+01;9.3042177e-01;END;END
-4.6000000e+01;8.9844984e-01;END;END
-4.5000000e+01;8.6644965e-01;END;END
-4.4000000e+01;8.3445966e-01;END;END
-4.3000000e+01;8.0251837e-01;END;END
-4.2000000e+01;7.7066410e-01;END;END
-4.1000000e+01;7.3893523e-01;END;END
-4.0000000e+01;7.0736980e-01;END;END
-3.9000000e+01;6.7600596e-01;END;END
-3.8000000e+01;6.4488125e-01;END;END
-3.7000000e+01;6.1403322e-01;END;END
-3.6000000e+01;5.8349895e-01;END;END
-3.5000000e+01;5.5331522e-01;END;END
-3.4000000e+01;5.2351838e-01;END;END
-3.3000000e+01;4.9414429e-01;END;END
-3.2000000e+01;4.6522829e-01;END;END
-3.1000000e+01;4.3680525e-01;END;END
-3.0000000e+01;4.0890935e-01;END;END
-2.9000000e+01;3.8157424e-01;END;END
-2.8000000e+01;3.5483283e-01;END;END
-2.7000000e+01;3.2871735e-01;END;END
-2.6000000e+01;3.0325925e-01;END;END
-2.5000000e+01;2.7848920e-01;END;END
-2.4000000e+01;2.5443712e-01;END;END
-2.3000000e+01;2.3113191e-01;END;END
-2.2000000e+01;2.0860173e-01;END;END
-2.1000000e+01;1.8687370e-01;END;END
-2.0000000e+01;1.6597404e-01;END;END
-1.9000000e+01;1.4592794e-01;END;END
-1.8000000e+01;1.2675956e-01;END;END
-1.7000000e+01;1.0849202e-01;END;END
-1.6000000e+01;9.1147356e-02;END;END
-1.5000000e+01;7.4746475e-02;END;END
-1.4000000e+01;5.9309166e-02;END;END
-1.3000000e+01;9.1619998e-02;END;END
-1.2000000e+01;3.2099999e-02;END;END
-1.1000000e+01;2.2779999e-02;END;END
-1.0000000e+01;1.6540000e-02;END;END
-9.0000000e+00;1.4060000e-02;END;END
-8.0000000e+00;1.2090000e-02;END;END
-7.0000000e+00;1.0730000e-02;END;END
-6.0000000e+00;9.7500002e-03;END;END
-4.0000000e+00;8.6099999e-03;END;END
-3.0000000e+00;8.0300001e-03;END;END
-2.0000000e+00;6.8600001e-03;END;END
-1.0000000e+00;6.9200001e-03;END;END
0.0000000e+00;7.0500001e-03;END;END
1.0000000e+00;7.2100000e-03;END;END
2.0000000e+00;7.5900001e-03;END;END
3.0000000e+00;8.5600000e-03;END;END
4.0000000e+00;1.0240000e-02;END;END
5.0000000e+00;1.1720000e-02;END;END
6.0000000e+00;1.3110000e-02;END;END
7.0000000e+00;1.4700000e-02;END;END
8.0000000e+00;1.6759999e-02;END;END
9.0000000e+00;1.8910000e-02;END;END
1.0000000e+01;2.1480000e-02;END;END
1.1000000e+01;2.4809999e-02;END;END
1.2000000e+01;2.9320000e-02;END;END
1.3000000e+01;3.5310000e-02;END;END
1.4000000e+01;4.3120001e-02;END;END
1.5000000e+01;5.3059999e-02;END;END
1.6000000e+01;6.5520003e-02;END;END
1.7000000e+01;8.0389999e-02;END;END
1.8000000e+01;9.8980002e-02;END;END
1.9000000e+01;1.1822373e-01;END;END
2.0000000e+01;1.3844053e-01;END;END
2.1000000e+01;1.5951930e-01;END;END
2.2000000e+01;1.8143474e-01;END;END
2.3000000e+01;2.0416063e-01;END;END
2.4000000e+01;2.2766973e-01;END;END
2.5000000e+01;2.5193390e-01;END;END
2.6000000e+01;2.7692410e-01;END;END
2.7000000e+01;3.0261037e-01;END;END
2.8000000e+01;3.2896200e-01;END;END
2.9000000e+01;3.5594741e-01;END;END
3.0000000e+01;3.8353434e-01;END;END
3.1000000e+01;4.1168979e-01;END;END
3.2000000e+01;4.4038004e-01;END;END
3.3000000e+01;4.6957079e-01;END;END
3.4000000e+01;4.9922714e-01;END;END
3.5000000e+01;5.2931362e-01;END;END
3.6000000e+01;5.5979431e-01;END;END
3.7000000e+01;5.9063274e-01;END;END
3.8000000e+01;6.2179208e-01;END;END
3.9000000e+01;6.5323514e-01;END;END
4.0000000e+01;6.8492430e-01;END;END
4.1000000e+01;7.1682179e-01;END;END
4.2000000e+01;7.4888957e-01;END;END
4.3000000e+01;7.8108931e-01;END;END
4.4000000e+01;8.1338263e-01;END;END
4.5000000e+01;8.4573102e-01;END;END
4.6000000e+01;8.7809598e-01;END;END
4.7000000e+01;9.1043884e-01;END;END
4.8000000e+01;9.4272125e-01;END;END
4.9000000e+01;9.7490460e-01;END;END
5.0000000e+01;1.0069507e+00;END;END
5.1000000e+01;1.0388215e+00;END;END
5.2000000e+01;1.0704789e+00;END;END
5.3000000e+01;1.1018856e+00;END;END
5.4000000e+01;1.1330040e+00;END;END
5.5000000e+01;1.1637974e+00;END;END
5.6000000e+01;1.1942290e+00;END;END
5.7000000e+01;1.2242631e+00;END;END
5.8000000e+01;1.2538638e+00;END;END
5.9000000e+01;1.2829963e+00;END;END
6.0000000e+01;1.3116261e+00;END;END
6.1000000e+01;1.3397192e+00;END;END
6.2000000e+01;1.3672427e+00;END;END
6.3000000e+01;1.3941638e+00;END;END
6.4000000e+01;1.4204513e+00;END;END
6.5000000e+01;1.4460738e+00;END;END
6.6000000e+01;1.4710014e+00;END;END
6.7000000e+01;1.4952047e+00;END;END
6.8000000e+01;1.5186555e+00;END;END
6.9000000e+01;1.5413264e+00;END;END
7.0000000e+01;1.5631907e+00;END;END
7.1000000e+01;1.5842230e+00;END;END
7.2000000e+01;1.6043988e+00;END;END
7.3000000e+01;1.6236949e+00;END;END
7.4000000e+01;1.6420887e+00;END;END
7.5000000e+01;1.6595590e+00;END;END
7.6000000e+01;1.6760858e+00;END;END
7.7000000e+01;1.6916502e+00;END;END
7.8000000e+01;1.7062341e+00;END;END
7.9000000e+01;1.7198212e+00;END;END
8.0000000e+01;1.7323962e+00;END;END
8.1000000e+01;1.7439449e+00;END;END
8.2000000e+01;1.7544543e+00;END;END
8.3000000e+01;1.7639129e+00;END;END
8.4000000e+01;1.7723105e+00;END;END
8.5000000e+01;1.7796379e+00;END;END
8.6000000e+01;1.7858876e+00;END;END
8.7000000e+01;1.7910531e+00;END;END
8.8000000e+01;1.7951292e+00;END;END
8.9000000e+01;1.7981123e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
