# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:11:54
NREL's_S826_Airfoil_Re0.600_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7991011e+00;END;END
-8.8000000e+01;1.7971064e+00;END;END
-8.7000000e+01;1.7940180e+00;END;END
-8.6000000e+01;1.7898396e+00;END;END
-8.5000000e+01;1.7845757e+00;END;END
-8.4000000e+01;1.7782325e+00;END;END
-8.3000000e+01;1.7708173e+00;END;END
-8.2000000e+01;1.7623390e+00;END;END
-8.1000000e+01;1.7528075e+00;END;END
-8.0000000e+01;1.7422341e+00;END;END
-7.9000000e+01;1.7306314e+00;END;END
-7.8000000e+01;1.7180132e+00;END;END
-7.7000000e+01;1.7043945e+00;END;END
-7.6000000e+01;1.6897917e+00;END;END
-7.5000000e+01;1.6742221e+00;END;END
-7.4000000e+01;1.6577046e+00;END;END
-7.3000000e+01;1.6402589e+00;END;END
-7.2000000e+01;1.6219059e+00;END;END
-7.1000000e+01;1.6026677e+00;END;END
-7.0000000e+01;1.5825675e+00;END;END
-6.9000000e+01;1.5616293e+00;END;END
-6.8000000e+01;1.5398785e+00;END;END
-6.7000000e+01;1.5173413e+00;END;END
-6.6000000e+01;1.4940447e+00;END;END
-6.5000000e+01;1.4700168e+00;END;END
-6.4000000e+01;1.4452868e+00;END;END
-6.3000000e+01;1.4198843e+00;END;END
-6.2000000e+01;1.3938401e+00;END;END
-6.1000000e+01;1.3671856e+00;END;END
-6.0000000e+01;1.3399531e+00;END;END
-5.9000000e+01;1.3121753e+00;END;END
-5.8000000e+01;1.2838858e+00;END;END
-5.7000000e+01;1.2551191e+00;END;END
-5.6000000e+01;1.2259096e+00;END;END
-5.5000000e+01;1.1962928e+00;END;END
-5.4000000e+01;1.1663043e+00;END;END
-5.3000000e+01;1.1359807e+00;END;END
-5.2000000e+01;1.1053586e+00;END;END
-5.1000000e+01;1.0744750e+00;END;END
-5.0000000e+01;1.0433673e+00;END;END
-4.9000000e+01;1.0120729e+00;END;END
-4.8000000e+01;9.8063016e-01;END;END
-4.7000000e+01;9.4907677e-01;END;END
-4.6000000e+01;9.1745114e-01;END;END
-4.5000000e+01;8.8579142e-01;END;END
-4.4000000e+01;8.5413605e-01;END;END
-4.3000000e+01;8.2252342e-01;END;END
-4.2000000e+01;7.9099166e-01;END;END
-4.1000000e+01;7.5957912e-01;END;END
-4.0000000e+01;7.2832376e-01;END;END
-3.9000000e+01;6.9726354e-01;END;END
-3.8000000e+01;6.6643608e-01;END;END
-3.7000000e+01;6.3587862e-01;END;END
-3.6000000e+01;6.0562837e-01;END;END
-3.5000000e+01;5.7572186e-01;END;END
-3.4000000e+01;5.4619545e-01;END;END
-3.3000000e+01;5.1708484e-01;END;END
-3.2000000e+01;4.8842534e-01;END;END
-3.1000000e+01;4.6025172e-01;END;END
-3.0000000e+01;4.3259814e-01;END;END
-2.9000000e+01;4.0549809e-01;END;END
-2.8000000e+01;3.7898448e-01;END;END
-2.7000000e+01;3.5308945e-01;END;END
-2.6000000e+01;3.2784435e-01;END;END
-2.5000000e+01;3.0327985e-01;END;END
-2.4000000e+01;2.7942571e-01;END;END
-2.3000000e+01;2.5631088e-01;END;END
-2.2000000e+01;2.3396340e-01;END;END
-2.1000000e+01;2.1241035e-01;END;END
-2.0000000e+01;1.9167787e-01;END;END
-1.9000000e+01;1.7179112e-01;END;END
-1.8000000e+01;1.5277423e-01;END;END
-1.7000000e+01;1.3465025e-01;END;END
-1.6000000e+01;1.1744118e-01;END;END
-1.5000000e+01;1.6113999e-01;END;END
-1.4500000e+01;1.5473001e-01;END;END
-1.4000000e+01;1.4756000e-01;END;END
-1.3500000e+01;1.3981999e-01;END;END
-1.3000000e+01;1.3101000e-01;END;END
-1.2000000e+01;1.1132000e-01;END;END
-1.1500000e+01;9.8150000e-02;END;END
-1.0000000e+01;3.5020001e-02;END;END
-9.0000000e+00;2.2280000e-02;END;END
-8.5000000e+00;1.8619999e-02;END;END
-8.0000000e+00;1.5750000e-02;END;END
-7.5000000e+00;1.4160000e-02;END;END
-7.0000000e+00;1.3230000e-02;END;END
-6.5000000e+00;1.2500000e-02;END;END
-6.0000000e+00;1.1880000e-02;END;END
-5.5000000e+00;1.1350000e-02;END;END
-5.0000000e+00;1.0930000e-02;END;END
-4.5000000e+00;1.0530000e-02;END;END
-4.0000000e+00;1.0130000e-02;END;END
-3.5000000e+00;9.8000001e-03;END;END
-3.0000000e+00;9.0399999e-03;END;END
-2.5000000e+00;8.4499996e-03;END;END
-2.0000000e+00;8.5100001e-03;END;END
-1.5000000e+00;8.5899998e-03;END;END
-1.0000000e+00;8.6800000e-03;END;END
-5.0000000e-01;8.7700002e-03;END;END
0.0000000e+00;8.8700000e-03;END;END
5.0000000e-01;8.9900000e-03;END;END
1.0000000e+00;9.0899998e-03;END;END
1.5000000e+00;9.2300000e-03;END;END
2.0000000e+00;9.3599996e-03;END;END
2.5000000e+00;9.5600002e-03;END;END
3.0000000e+00;9.8200003e-03;END;END
3.5000000e+00;1.0090000e-02;END;END
4.0000000e+00;1.0480000e-02;END;END
4.5000000e+00;1.1400000e-02;END;END
5.0000000e+00;1.2680000e-02;END;END
5.5000000e+00;1.3850000e-02;END;END
6.0000000e+00;1.4960000e-02;END;END
6.5000000e+00;1.5920000e-02;END;END
7.0000000e+00;1.6940000e-02;END;END
7.5000000e+00;1.8020000e-02;END;END
8.0000000e+00;1.9290000e-02;END;END
8.5000000e+00;2.0719999e-02;END;END
9.0000000e+00;2.2240000e-02;END;END
9.5000000e+00;2.4040001e-02;END;END
1.0000000e+01;2.6110001e-02;END;END
1.0500000e+01;2.8519999e-02;END;END
1.1000000e+01;3.1169999e-02;END;END
1.1500000e+01;3.4130000e-02;END;END
1.2000000e+01;3.7500001e-02;END;END
1.2500000e+01;4.1329999e-02;END;END
1.3000000e+01;4.5650002e-02;END;END
1.3500000e+01;5.0519999e-02;END;END
1.4000000e+01;5.6049999e-02;END;END
1.4500000e+01;6.2059999e-02;END;END
1.5000000e+01;6.8120003e-02;END;END
1.5500000e+01;7.5549997e-02;END;END
1.6000000e+01;8.3729997e-02;END;END
1.6500000e+01;9.2790000e-02;END;END
1.7000000e+01;1.0269000e-01;END;END
1.7500000e+01;1.1348000e-01;END;END
1.8000000e+01;1.2519000e-01;END;END
1.8500000e+01;1.3806000e-01;END;END
1.9000000e+01;1.5149000e-01;END;END
1.9500000e+01;1.6658001e-01;END;END
2.0000000e+01;1.8269999e-01;END;END
2.1000000e+01;1.8029436e-01;END;END
2.2000000e+01;2.0206746e-01;END;END
2.3000000e+01;2.2464474e-01;END;END
2.4000000e+01;2.4799897e-01;END;END
2.5000000e+01;2.7210209e-01;END;END
2.6000000e+01;2.9692507e-01;END;END
2.7000000e+01;3.2243803e-01;END;END
2.8000000e+01;3.4861031e-01;END;END
2.9000000e+01;3.7541044e-01;END;END
3.0000000e+01;4.0280610e-01;END;END
3.1000000e+01;4.3076444e-01;END;END
3.2000000e+01;4.5925176e-01;END;END
3.3000000e+01;4.8823383e-01;END;END
3.4000000e+01;5.1767582e-01;END;END
3.5000000e+01;5.4754233e-01;END;END
3.6000000e+01;5.7779747e-01;END;END
3.7000000e+01;6.0840487e-01;END;END
3.8000000e+01;6.3932782e-01;END;END
3.9000000e+01;6.7052907e-01;END;END
4.0000000e+01;7.0197117e-01;END;END
4.1000000e+01;7.3361647e-01;END;END
4.2000000e+01;7.6542687e-01;END;END
4.3000000e+01;7.9736418e-01;END;END
4.4000000e+01;8.2939017e-01;END;END
4.5000000e+01;8.6146635e-01;END;END
4.6000000e+01;8.9355427e-01;END;END
4.7000000e+01;9.2561543e-01;END;END
4.8000000e+01;9.5761144e-01;END;END
4.9000000e+01;9.8950398e-01;END;END
5.0000000e+01;1.0212548e+00;END;END
5.1000000e+01;1.0528258e+00;END;END
5.2000000e+01;1.0841794e+00;END;END
5.3000000e+01;1.1152778e+00;END;END
5.4000000e+01;1.1460841e+00;END;END
5.5000000e+01;1.1765612e+00;END;END
5.6000000e+01;1.2066728e+00;END;END
5.7000000e+01;1.2363830e+00;END;END
5.8000000e+01;1.2656562e+00;END;END
5.9000000e+01;1.2944576e+00;END;END
6.0000000e+01;1.3227526e+00;END;END
6.1000000e+01;1.3505077e+00;END;END
6.2000000e+01;1.3776898e+00;END;END
6.3000000e+01;1.4042666e+00;END;END
6.4000000e+01;1.4302064e+00;END;END
6.5000000e+01;1.4554783e+00;END;END
6.6000000e+01;1.4800525e+00;END;END
6.7000000e+01;1.5038997e+00;END;END
6.8000000e+01;1.5269917e+00;END;END
6.9000000e+01;1.5493011e+00;END;END
7.0000000e+01;1.5708017e+00;END;END
7.1000000e+01;1.5914679e+00;END;END
7.2000000e+01;1.6112754e+00;END;END
7.3000000e+01;1.6302011e+00;END;END
7.4000000e+01;1.6482224e+00;END;END
7.5000000e+01;1.6653186e+00;END;END
7.6000000e+01;1.6814693e+00;END;END
7.7000000e+01;1.6966560e+00;END;END
7.8000000e+01;1.7108608e+00;END;END
7.9000000e+01;1.7240673e+00;END;END
8.0000000e+01;1.7362604e+00;END;END
8.1000000e+01;1.7474260e+00;END;END
8.2000000e+01;1.7575513e+00;END;END
8.3000000e+01;1.7666249e+00;END;END
8.4000000e+01;1.7746366e+00;END;END
8.5000000e+01;1.7815775e+00;END;END
8.6000000e+01;1.7874399e+00;END;END
8.7000000e+01;1.7922176e+00;END;END
8.8000000e+01;1.7959058e+00;END;END
8.9000000e+01;1.7985007e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
