# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:15:38
NREL's_S826_Airfoil_Re1.000_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7988187e+00;END;END
-8.8000000e+01;1.7965418e+00;END;END
-8.7000000e+01;1.7931714e+00;END;END
-8.6000000e+01;1.7887111e+00;END;END
-8.5000000e+01;1.7831657e+00;END;END
-8.4000000e+01;1.7765415e+00;END;END
-8.3000000e+01;1.7688458e+00;END;END
-8.2000000e+01;1.7600876e+00;END;END
-8.1000000e+01;1.7502768e+00;END;END
-8.0000000e+01;1.7394249e+00;END;END
-7.9000000e+01;1.7275447e+00;END;END
-7.8000000e+01;1.7146497e+00;END;END
-7.7000000e+01;1.7007554e+00;END;END
-7.6000000e+01;1.6858780e+00;END;END
-7.5000000e+01;1.6700352e+00;END;END
-7.4000000e+01;1.6532456e+00;END;END
-7.3000000e+01;1.6355292e+00;END;END
-7.2000000e+01;1.6169069e+00;END;END
-7.1000000e+01;1.5974009e+00;END;END
-7.0000000e+01;1.5770346e+00;END;END
-6.9000000e+01;1.5558319e+00;END;END
-6.8000000e+01;1.5338184e+00;END;END
-6.7000000e+01;1.5110203e+00;END;END
-6.6000000e+01;1.4874648e+00;END;END
-6.5000000e+01;1.4631801e+00;END;END
-6.4000000e+01;1.4381951e+00;END;END
-6.3000000e+01;1.4125400e+00;END;END
-6.2000000e+01;1.3862454e+00;END;END
-6.1000000e+01;1.3593427e+00;END;END
-6.0000000e+01;1.3318645e+00;END;END
-5.9000000e+01;1.3038434e+00;END;END
-5.8000000e+01;1.2753133e+00;END;END
-5.7000000e+01;1.2463083e+00;END;END
-5.6000000e+01;1.2168634e+00;END;END
-5.5000000e+01;1.1870139e+00;END;END
-5.4000000e+01;1.1567956e+00;END;END
-5.3000000e+01;1.1262451e+00;END;END
-5.2000000e+01;1.0953990e+00;END;END
-5.1000000e+01;1.0642943e+00;END;END
-5.0000000e+01;1.0329688e+00;END;END
-4.9000000e+01;1.0014598e+00;END;END
-4.8000000e+01;9.6980548e-01;END;END
-4.7000000e+01;9.3804395e-01;END;END
-4.6000000e+01;9.0621352e-01;END;END
-4.5000000e+01;8.7435246e-01;END;END
-4.4000000e+01;8.4249920e-01;END;END
-4.3000000e+01;8.1069213e-01;END;END
-4.2000000e+01;7.7896971e-01;END;END
-4.1000000e+01;7.4737006e-01;END;END
-4.0000000e+01;7.1593136e-01;END;END
-3.9000000e+01;6.8469155e-01;END;END
-3.8000000e+01;6.5368825e-01;END;END
-3.7000000e+01;6.2295896e-01;END;END
-3.6000000e+01;5.9254074e-01;END;END
-3.5000000e+01;5.6247032e-01;END;END
-3.4000000e+01;5.3278393e-01;END;END
-3.3000000e+01;5.0351751e-01;END;END
-3.2000000e+01;4.7470632e-01;END;END
-3.1000000e+01;4.4638517e-01;END;END
-3.0000000e+01;4.1858828e-01;END;END
-2.9000000e+01;3.9134923e-01;END;END
-2.8000000e+01;3.6470088e-01;END;END
-2.7000000e+01;3.3867547e-01;END;END
-2.6000000e+01;3.1330439e-01;END;END
-2.5000000e+01;2.8861836e-01;END;END
-2.4000000e+01;2.6464713e-01;END;END
-2.3000000e+01;2.4141972e-01;END;END
-2.2000000e+01;2.1896419e-01;END;END
-2.1000000e+01;1.9730765e-01;END;END
-2.0000000e+01;1.7647630e-01;END;END
-1.9000000e+01;1.5649530e-01;END;END
-1.8000000e+01;1.3738883e-01;END;END
-1.7000000e+01;1.1917994e-01;END;END
-1.6000000e+01;1.0189068e-01;END;END
-1.5000000e+01;1.5358000e-01;END;END
-1.4000000e+01;1.3831000e-01;END;END
-1.1000000e+01;3.0490000e-02;END;END
-9.0000000e+00;1.5550000e-02;END;END
-8.0000000e+00;1.3310000e-02;END;END
-7.0000000e+00;1.1750000e-02;END;END
-6.0000000e+00;1.0630000e-02;END;END
-5.0000000e+00;9.8500000e-03;END;END
-4.0000000e+00;9.2500001e-03;END;END
-3.0000000e+00;8.6099999e-03;END;END
-2.0000000e+00;7.5099999e-03;END;END
-1.0000000e+00;7.6100002e-03;END;END
0.0000000e+00;7.7599999e-03;END;END
1.0000000e+00;7.9500005e-03;END;END
3.0000000e+00;8.7299999e-03;END;END
4.0000000e+00;1.0370000e-02;END;END
5.0000000e+00;1.2230000e-02;END;END
6.0000000e+00;1.3920000e-02;END;END
7.0000000e+00;1.5570000e-02;END;END
8.0000000e+00;1.7689999e-02;END;END
9.0000000e+00;2.0420000e-02;END;END
1.0000000e+01;2.3499999e-02;END;END
1.1000000e+01;2.7380001e-02;END;END
1.2000000e+01;3.2639999e-02;END;END
1.3000000e+01;3.9519999e-02;END;END
1.4000000e+01;4.8480000e-02;END;END
1.5000000e+01;5.9850000e-02;END;END
1.6000000e+01;7.3250003e-02;END;END
1.7000000e+01;9.0300001e-02;END;END
1.8000000e+01;1.1077000e-01;END;END
1.9000000e+01;1.3488001e-01;END;END
2.0000000e+01;1.6331001e-01;END;END
2.1000000e+01;1.7050500e-01;END;END
2.2000000e+01;1.9234519e-01;END;END
2.3000000e+01;2.1499248e-01;END;END
2.4000000e+01;2.3841968e-01;END;END
2.5000000e+01;2.6259869e-01;END;END
2.6000000e+01;2.8750047e-01;END;END
2.7000000e+01;3.1309509e-01;END;END
2.8000000e+01;3.3935189e-01;END;END
2.9000000e+01;3.6623931e-01;END;END
3.0000000e+01;3.9372513e-01;END;END
3.1000000e+01;4.2177632e-01;END;END
3.2000000e+01;4.5035926e-01;END;END
3.3000000e+01;4.7943968e-01;END;END
3.4000000e+01;5.0898266e-01;END;END
3.5000000e+01;5.3895283e-01;END;END
3.6000000e+01;5.6931424e-01;END;END
3.7000000e+01;6.0003054e-01;END;END
3.8000000e+01;6.3106483e-01;END;END
3.9000000e+01;6.6238004e-01;END;END
4.0000000e+01;6.9393861e-01;END;END
4.1000000e+01;7.2570270e-01;END;END
4.2000000e+01;7.5763434e-01;END;END
4.3000000e+01;7.8969532e-01;END;END
4.4000000e+01;8.2184732e-01;END;END
4.5000000e+01;8.5405177e-01;END;END
4.6000000e+01;8.8627023e-01;END;END
4.7000000e+01;9.1846412e-01;END;END
4.8000000e+01;9.5059508e-01;END;END
4.9000000e+01;9.8262465e-01;END;END
5.0000000e+01;1.0145146e+00;END;END
5.1000000e+01;1.0462269e+00;END;END
5.2000000e+01;1.0777236e+00;END;END
5.3000000e+01;1.1089673e+00;END;END
5.4000000e+01;1.1399206e+00;END;END
5.5000000e+01;1.1705468e+00;END;END
5.6000000e+01;1.2008092e+00;END;END
5.7000000e+01;1.2306720e+00;END;END
5.8000000e+01;1.2600995e+00;END;END
5.9000000e+01;1.2890569e+00;END;END
6.0000000e+01;1.3175097e+00;END;END
6.1000000e+01;1.3454241e+00;END;END
6.2000000e+01;1.3727671e+00;END;END
6.3000000e+01;1.3995061e+00;END;END
6.4000000e+01;1.4256097e+00;END;END
6.5000000e+01;1.4510468e+00;END;END
6.6000000e+01;1.4757875e+00;END;END
6.7000000e+01;1.4998026e+00;END;END
6.8000000e+01;1.5230637e+00;END;END
6.9000000e+01;1.5455433e+00;END;END
7.0000000e+01;1.5672153e+00;END;END
7.1000000e+01;1.5880541e+00;END;END
7.2000000e+01;1.6080352e+00;END;END
7.3000000e+01;1.6271353e+00;END;END
7.4000000e+01;1.6453322e+00;END;END
7.5000000e+01;1.6626047e+00;END;END
7.6000000e+01;1.6789325e+00;END;END
7.7000000e+01;1.6942972e+00;END;END
7.8000000e+01;1.7086806e+00;END;END
7.9000000e+01;1.7220665e+00;END;END
8.0000000e+01;1.7344396e+00;END;END
8.1000000e+01;1.7457856e+00;END;END
8.2000000e+01;1.7560920e+00;END;END
8.3000000e+01;1.7653470e+00;END;END
8.4000000e+01;1.7735405e+00;END;END
8.5000000e+01;1.7806635e+00;END;END
8.6000000e+01;1.7867085e+00;END;END
8.7000000e+01;1.7916689e+00;END;END
8.8000000e+01;1.7955399e+00;END;END
8.9000000e+01;1.7983177e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
