# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:12:55
NREL's_S826_Airfoil_Re0.700_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7990253e+00;END;END
-8.8000000e+01;1.7969549e+00;END;END
-8.7000000e+01;1.7937909e+00;END;END
-8.6000000e+01;1.7895368e+00;END;END
-8.5000000e+01;1.7841974e+00;END;END
-8.4000000e+01;1.7777787e+00;END;END
-8.3000000e+01;1.7702883e+00;END;END
-8.2000000e+01;1.7617350e+00;END;END
-8.1000000e+01;1.7521286e+00;END;END
-8.0000000e+01;1.7414805e+00;END;END
-7.9000000e+01;1.7298032e+00;END;END
-7.8000000e+01;1.7171108e+00;END;END
-7.7000000e+01;1.7034183e+00;END;END
-7.6000000e+01;1.6887417e+00;END;END
-7.5000000e+01;1.6730989e+00;END;END
-7.4000000e+01;1.6565083e+00;END;END
-7.3000000e+01;1.6389900e+00;END;END
-7.2000000e+01;1.6205648e+00;END;END
-7.1000000e+01;1.6012548e+00;END;END
-7.0000000e+01;1.5810831e+00;END;END
-6.9000000e+01;1.5600740e+00;END;END
-6.8000000e+01;1.5382527e+00;END;END
-6.7000000e+01;1.5156454e+00;END;END
-6.6000000e+01;1.4922794e+00;END;END
-6.5000000e+01;1.4681826e+00;END;END
-6.4000000e+01;1.4433842e+00;END;END
-6.3000000e+01;1.4179139e+00;END;END
-6.2000000e+01;1.3918025e+00;END;END
-6.1000000e+01;1.3650815e+00;END;END
-6.0000000e+01;1.3377830e+00;END;END
-5.9000000e+01;1.3099400e+00;END;END
-5.8000000e+01;1.2815861e+00;END;END
-5.7000000e+01;1.2527553e+00;END;END
-5.6000000e+01;1.2234826e+00;END;END
-5.5000000e+01;1.1938034e+00;END;END
-5.4000000e+01;1.1637534e+00;END;END
-5.3000000e+01;1.1333688e+00;END;END
-5.2000000e+01;1.1026866e+00;END;END
-5.1000000e+01;1.0717437e+00;END;END
-5.0000000e+01;1.0405775e+00;END;END
-4.9000000e+01;1.0092257e+00;END;END
-4.8000000e+01;9.7772610e-01;END;END
-4.7000000e+01;9.4611692e-01;END;END
-4.6000000e+01;9.1443628e-01;END;END
-4.5000000e+01;8.8272262e-01;END;END
-4.4000000e+01;8.5101414e-01;END;END
-4.3000000e+01;8.1934929e-01;END;END
-4.2000000e+01;7.8776640e-01;END;END
-4.1000000e+01;7.5630367e-01;END;END
-4.0000000e+01;7.2499913e-01;END;END
-3.9000000e+01;6.9389075e-01;END;END
-3.8000000e+01;6.6301608e-01;END;END
-3.7000000e+01;6.3241255e-01;END;END
-3.6000000e+01;6.0211724e-01;END;END
-3.5000000e+01;5.7216674e-01;END;END
-3.4000000e+01;5.4259741e-01;END;END
-3.3000000e+01;5.1344502e-01;END;END
-3.2000000e+01;4.8474482e-01;END;END
-3.1000000e+01;4.5653161e-01;END;END
-3.0000000e+01;4.2883959e-01;END;END
-2.9000000e+01;4.0170226e-01;END;END
-2.8000000e+01;3.7515250e-01;END;END
-2.7000000e+01;3.4922248e-01;END;END
-2.6000000e+01;3.2394359e-01;END;END
-2.5000000e+01;2.9934648e-01;END;END
-2.4000000e+01;2.7546093e-01;END;END
-2.3000000e+01;2.5231591e-01;END;END
-2.2000000e+01;2.2993942e-01;END;END
-2.1000000e+01;2.0835860e-01;END;END
-2.0000000e+01;1.8759960e-01;END;END
-1.9000000e+01;1.6768758e-01;END;END
-1.8000000e+01;1.4864664e-01;END;END
-1.7000000e+01;1.3049988e-01;END;END
-1.6000000e+01;1.1326930e-01;END;END
-1.5000000e+01;1.5736000e-01;END;END
-1.4500000e+01;1.5165000e-01;END;END
-1.4000000e+01;1.4476000e-01;END;END
-1.3500000e+01;1.3615000e-01;END;END
-1.3000000e+01;1.2660000e-01;END;END
-1.2500000e+01;1.1637000e-01;END;END
-1.2000000e+01;1.0659000e-01;END;END
-1.1000000e+01;8.2369998e-02;END;END
-1.0500000e+01;3.8410001e-02;END;END
-1.0000000e+01;3.0680001e-02;END;END
-9.5000000e+00;2.4320001e-02;END;END
-9.0000000e+00;2.0050000e-02;END;END
-8.5000000e+00;1.6729999e-02;END;END
-8.0000000e+00;1.4670000e-02;END;END
-7.5000000e+00;1.3590000e-02;END;END
-7.0000000e+00;1.2790000e-02;END;END
-6.5000000e+00;1.2070000e-02;END;END
-6.0000000e+00;1.1460000e-02;END;END
-5.5000000e+00;1.1000000e-02;END;END
-5.0000000e+00;1.0590000e-02;END;END
-4.5000000e+00;1.0220000e-02;END;END
-4.0000000e+00;9.8200003e-03;END;END
-3.5000000e+00;9.5100002e-03;END;END
-3.0000000e+00;9.1100000e-03;END;END
-2.5000000e+00;8.1300000e-03;END;END
-2.0000000e+00;8.1799999e-03;END;END
-1.5000000e+00;8.2500000e-03;END;END
-1.0000000e+00;8.3299996e-03;END;END
-5.0000000e-01;8.4100002e-03;END;END
0.0000000e+00;8.5100001e-03;END;END
5.0000000e-01;8.6099999e-03;END;END
1.0000000e+00;8.7299999e-03;END;END
1.5000000e+00;8.8400003e-03;END;END
2.0000000e+00;8.9900000e-03;END;END
2.5000000e+00;9.1899997e-03;END;END
3.0000000e+00;9.4499998e-03;END;END
3.5000000e+00;9.7300000e-03;END;END
4.0000000e+00;1.0260000e-02;END;END
4.5000000e+00;1.1460000e-02;END;END
5.0000000e+00;1.2620000e-02;END;END
5.5000000e+00;1.3620000e-02;END;END
6.0000000e+00;1.4700000e-02;END;END
6.5000000e+00;1.5520000e-02;END;END
7.0000000e+00;1.6510000e-02;END;END
7.5000000e+00;1.7550001e-02;END;END
8.0000000e+00;1.8800000e-02;END;END
8.5000000e+00;2.0129999e-02;END;END
9.0000000e+00;2.1600001e-02;END;END
9.5000000e+00;2.3350000e-02;END;END
1.0000000e+01;2.5380000e-02;END;END
1.0500000e+01;2.7559999e-02;END;END
1.1000000e+01;2.9970000e-02;END;END
1.1500000e+01;3.2740001e-02;END;END
1.2000000e+01;3.5939999e-02;END;END
1.2500000e+01;3.9600000e-02;END;END
1.3000000e+01;4.3809999e-02;END;END
1.3500000e+01;4.8470002e-02;END;END
1.4000000e+01;5.3640001e-02;END;END
1.4500000e+01;5.9420001e-02;END;END
1.5000000e+01;6.5810002e-02;END;END
1.5500000e+01;7.2449997e-02;END;END
1.6000000e+01;8.0339998e-02;END;END
1.6500000e+01;8.9100003e-02;END;END
1.7000000e+01;9.8700002e-02;END;END
1.7500000e+01;1.0913000e-01;END;END
1.8000000e+01;1.2058000e-01;END;END
1.8500000e+01;1.3343000e-01;END;END
1.9000000e+01;1.4625999e-01;END;END
1.9500000e+01;1.6125000e-01;END;END
2.0000000e+01;1.7665000e-01;END;END
2.1000000e+01;1.7606914e-01;END;END
2.2000000e+01;1.9787119e-01;END;END
2.3000000e+01;2.2047868e-01;END;END
2.4000000e+01;2.4386442e-01;END;END
2.5000000e+01;2.6800030e-01;END;END
2.6000000e+01;2.9285729e-01;END;END
2.7000000e+01;3.1840551e-01;END;END
2.8000000e+01;3.4461427e-01;END;END
2.9000000e+01;3.7145206e-01;END;END
3.0000000e+01;3.9888662e-01;END;END
3.1000000e+01;4.2688504e-01;END;END
3.2000000e+01;4.5541364e-01;END;END
3.3000000e+01;4.8443815e-01;END;END
3.4000000e+01;5.1392376e-01;END;END
3.5000000e+01;5.4383498e-01;END;END
3.6000000e+01;5.7413602e-01;END;END
3.7000000e+01;6.0479039e-01;END;END
3.8000000e+01;6.3576138e-01;END;END
3.9000000e+01;6.6701186e-01;END;END
4.0000000e+01;6.9850421e-01;END;END
4.1000000e+01;7.3020077e-01;END;END
4.2000000e+01;7.6206350e-01;END;END
4.3000000e+01;7.9405421e-01;END;END
4.4000000e+01;8.2613456e-01;END;END
4.5000000e+01;8.5826612e-01;END;END
4.6000000e+01;8.9041036e-01;END;END
4.7000000e+01;9.2252886e-01;END;END
4.8000000e+01;9.5458311e-01;END;END
4.9000000e+01;9.8653477e-01;END;END
5.0000000e+01;1.0183456e+00;END;END
5.1000000e+01;1.0499777e+00;END;END
5.2000000e+01;1.0813930e+00;END;END
5.3000000e+01;1.1125541e+00;END;END
5.4000000e+01;1.1434238e+00;END;END
5.5000000e+01;1.1739653e+00;END;END
5.6000000e+01;1.2041420e+00;END;END
5.7000000e+01;1.2339181e+00;END;END
5.8000000e+01;1.2632579e+00;END;END
5.9000000e+01;1.2921265e+00;END;END
6.0000000e+01;1.3204896e+00;END;END
6.1000000e+01;1.3483136e+00;END;END
6.2000000e+01;1.3755651e+00;END;END
6.3000000e+01;1.4022119e+00;END;END
6.4000000e+01;1.4282224e+00;END;END
6.5000000e+01;1.4535656e+00;END;END
6.6000000e+01;1.4782116e+00;END;END
6.7000000e+01;1.5021313e+00;END;END
6.8000000e+01;1.5252963e+00;END;END
6.9000000e+01;1.5476792e+00;END;END
7.0000000e+01;1.5692538e+00;END;END
7.1000000e+01;1.5899944e+00;END;END
7.2000000e+01;1.6098769e+00;END;END
7.3000000e+01;1.6288779e+00;END;END
7.4000000e+01;1.6469750e+00;END;END
7.5000000e+01;1.6641473e+00;END;END
7.6000000e+01;1.6803745e+00;END;END
7.7000000e+01;1.6956379e+00;END;END
7.8000000e+01;1.7099198e+00;END;END
7.9000000e+01;1.7232038e+00;END;END
8.0000000e+01;1.7354746e+00;END;END
8.1000000e+01;1.7467180e+00;END;END
8.2000000e+01;1.7569214e+00;END;END
8.3000000e+01;1.7660733e+00;END;END
8.4000000e+01;1.7741635e+00;END;END
8.5000000e+01;1.7811830e+00;END;END
8.6000000e+01;1.7871242e+00;END;END
8.7000000e+01;1.7919809e+00;END;END
8.8000000e+01;1.7957479e+00;END;END
8.9000000e+01;1.7984217e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
