# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:11:24
NREL's_S826_Airfoil_Re0.500_M0.30_N9.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7991291e+00;END;END
-8.8000000e+01;1.7971625e+00;END;END
-8.7000000e+01;1.7941023e+00;END;END
-8.6000000e+01;1.7899518e+00;END;END
-8.5000000e+01;1.7847159e+00;END;END
-8.4000000e+01;1.7784007e+00;END;END
-8.3000000e+01;1.7710134e+00;END;END
-8.2000000e+01;1.7625629e+00;END;END
-8.1000000e+01;1.7530591e+00;END;END
-8.0000000e+01;1.7425134e+00;END;END
-7.9000000e+01;1.7309383e+00;END;END
-7.8000000e+01;1.7183477e+00;END;END
-7.7000000e+01;1.7047564e+00;END;END
-7.6000000e+01;1.6901809e+00;END;END
-7.5000000e+01;1.6746385e+00;END;END
-7.4000000e+01;1.6581481e+00;END;END
-7.3000000e+01;1.6407293e+00;END;END
-7.2000000e+01;1.6224031e+00;END;END
-7.1000000e+01;1.6031915e+00;END;END
-7.0000000e+01;1.5831177e+00;END;END
-6.9000000e+01;1.5622059e+00;END;END
-6.8000000e+01;1.5404812e+00;END;END
-6.7000000e+01;1.5179698e+00;END;END
-6.6000000e+01;1.4946990e+00;END;END
-6.5000000e+01;1.4706967e+00;END;END
-6.4000000e+01;1.4459920e+00;END;END
-6.3000000e+01;1.4206147e+00;END;END
-6.2000000e+01;1.3945954e+00;END;END
-6.1000000e+01;1.3679656e+00;END;END
-6.0000000e+01;1.3407575e+00;END;END
-5.9000000e+01;1.3130039e+00;END;END
-5.8000000e+01;1.2847384e+00;END;END
-5.7000000e+01;1.2559953e+00;END;END
-5.6000000e+01;1.2268091e+00;END;END
-5.5000000e+01;1.1972156e+00;END;END
-5.4000000e+01;1.1672500e+00;END;END
-5.3000000e+01;1.1369491e+00;END;END
-5.2000000e+01;1.1063491e+00;END;END
-5.1000000e+01;1.0754875e+00;END;END
-5.0000000e+01;1.0444014e+00;END;END
-4.9000000e+01;1.0131285e+00;END;END
-4.8000000e+01;9.8170668e-01;END;END
-4.7000000e+01;9.5017403e-01;END;END
-4.6000000e+01;9.1856873e-01;END;END
-4.5000000e+01;8.8692904e-01;END;END
-4.4000000e+01;8.5529339e-01;END;END
-4.3000000e+01;8.2370001e-01;END;END
-4.2000000e+01;7.9218727e-01;END;END
-4.1000000e+01;7.6079333e-01;END;END
-4.0000000e+01;7.2955626e-01;END;END
-3.9000000e+01;6.9851387e-01;END;END
-3.8000000e+01;6.6770387e-01;END;END
-3.7000000e+01;6.3716352e-01;END;END
-3.6000000e+01;6.0692996e-01;END;END
-3.5000000e+01;5.7703978e-01;END;END
-3.4000000e+01;5.4752922e-01;END;END
-3.3000000e+01;5.1843411e-01;END;END
-3.2000000e+01;4.8978972e-01;END;END
-3.1000000e+01;4.6163076e-01;END;END
-3.0000000e+01;4.3399143e-01;END;END
-2.9000000e+01;4.0690523e-01;END;END
-2.8000000e+01;3.8040501e-01;END;END
-2.7000000e+01;3.5452294e-01;END;END
-2.6000000e+01;3.2929039e-01;END;END
-2.5000000e+01;3.0473796e-01;END;END
-2.4000000e+01;2.8089547e-01;END;END
-2.3000000e+01;2.5779185e-01;END;END
-2.2000000e+01;2.3545510e-01;END;END
-2.1000000e+01;2.1391234e-01;END;END
-2.0000000e+01;1.9318970e-01;END;END
-1.9000000e+01;1.7331232e-01;END;END
-1.8000000e+01;1.5430434e-01;END;END
-1.7000000e+01;1.3618881e-01;END;END
-1.6000000e+01;1.1898770e-01;END;END
-1.5000000e+01;1.6470000e-01;END;END
-1.4500000e+01;1.5723000e-01;END;END
-1.4000000e+01;1.5020999e-01;END;END
-1.3500000e+01;1.4275999e-01;END;END
-1.3000000e+01;1.3484000e-01;END;END
-1.2500000e+01;1.2545000e-01;END;END
-1.2000000e+01;1.1665000e-01;END;END
-1.1000000e+01;9.4850004e-02;END;END
-1.0500000e+01;8.1739999e-02;END;END
-1.0000000e+01;3.8970001e-02;END;END
-9.5000000e+00;3.1230001e-02;END;END
-9.0000000e+00;2.4930000e-02;END;END
-8.5000000e+00;2.0819999e-02;END;END
-8.0000000e+00;1.7589999e-02;END;END
-7.5000000e+00;1.5310000e-02;END;END
-7.0000000e+00;1.3970000e-02;END;END
-6.5000000e+00;1.3090000e-02;END;END
-6.0000000e+00;1.2390000e-02;END;END
-5.5000000e+00;1.1830000e-02;END;END
-5.0000000e+00;1.1340000e-02;END;END
-4.5000000e+00;1.0930000e-02;END;END
-4.0000000e+00;1.0520000e-02;END;END
-3.5000000e+00;1.0140000e-02;END;END
-3.0000000e+00;8.8400003e-03;END;END
-2.5000000e+00;8.8799996e-03;END;END
-2.0000000e+00;8.9499997e-03;END;END
-1.5000000e+00;9.0399999e-03;END;END
-1.0000000e+00;9.1300001e-03;END;END
-5.0000000e-01;9.2399996e-03;END;END
0.0000000e+00;9.3299998e-03;END;END
5.0000000e-01;9.4499998e-03;END;END
1.0000000e+00;9.5899999e-03;END;END
1.5000000e+00;9.7099999e-03;END;END
2.0000000e+00;9.8799998e-03;END;END
2.5000000e+00;1.0040000e-02;END;END
3.0000000e+00;1.0290000e-02;END;END
3.5000000e+00;1.0580000e-02;END;END
4.0000000e+00;1.0900000e-02;END;END
4.5000000e+00;1.1420000e-02;END;END
5.0000000e+00;1.2740000e-02;END;END
5.5000000e+00;1.4100000e-02;END;END
6.0000000e+00;1.5240000e-02;END;END
6.5000000e+00;1.6410001e-02;END;END
7.0000000e+00;1.7449999e-02;END;END
7.5000000e+00;1.8630000e-02;END;END
8.0000000e+00;1.9920001e-02;END;END
8.5000000e+00;2.1430001e-02;END;END
9.0000000e+00;2.3080001e-02;END;END
9.5000000e+00;2.4960000e-02;END;END
1.0000000e+01;2.7150000e-02;END;END
1.0500000e+01;2.9630000e-02;END;END
1.1000000e+01;3.2529999e-02;END;END
1.2000000e+01;3.9420001e-02;END;END
1.3000000e+01;4.8060000e-02;END;END
1.3500000e+01;5.3089999e-02;END;END
1.4000000e+01;5.8740001e-02;END;END
1.4500000e+01;6.4400002e-02;END;END
1.5000000e+01;7.1350001e-02;END;END
1.5500000e+01;7.9279996e-02;END;END
1.6000000e+01;8.7719999e-02;END;END
1.6500000e+01;9.7089998e-02;END;END
1.7000000e+01;1.0734000e-01;END;END
1.7500000e+01;1.1854000e-01;END;END
1.8000000e+01;1.3067000e-01;END;END
1.8500000e+01;1.4407000e-01;END;END
1.9000000e+01;1.5798999e-01;END;END
1.9500000e+01;1.7374000e-01;END;END
2.0000000e+01;1.9032000e-01;END;END
2.0500000e+01;2.0772000e-01;END;END
2.1000000e+01;2.2642000e-01;END;END
2.1500000e+01;2.4572000e-01;END;END
2.2000000e+01;2.6255000e-01;END;END
2.2500000e+01;2.7783000e-01;END;END
2.3000000e+01;2.2893666e-01;END;END
2.4000000e+01;2.5225845e-01;END;END
2.5000000e+01;2.7632782e-01;END;END
2.6000000e+01;3.0111575e-01;END;END
2.7000000e+01;3.2659245e-01;END;END
2.8000000e+01;3.5272714e-01;END;END
2.9000000e+01;3.7948841e-01;END;END
3.0000000e+01;4.0684402e-01;END;END
3.1000000e+01;4.3476105e-01;END;END
3.2000000e+01;4.6320584e-01;END;END
3.3000000e+01;4.9214420e-01;END;END
3.4000000e+01;5.2154130e-01;END;END
3.5000000e+01;5.5136168e-01;END;END
3.6000000e+01;5.8156961e-01;END;END
3.7000000e+01;6.1212862e-01;END;END
3.8000000e+01;6.4300197e-01;END;END
3.9000000e+01;6.7415255e-01;END;END
4.0000000e+01;7.0554292e-01;END;END
4.1000000e+01;7.3713535e-01;END;END
4.2000000e+01;7.6889181e-01;END;END
4.3000000e+01;8.0077422e-01;END;END
4.4000000e+01;8.3274412e-01;END;END
4.5000000e+01;8.6476332e-01;END;END
4.6000000e+01;8.9679319e-01;END;END
4.7000000e+01;9.2879534e-01;END;END
4.8000000e+01;9.6073133e-01;END;END
4.9000000e+01;9.9256289e-01;END;END
5.0000000e+01;1.0242518e+00;END;END
5.1000000e+01;1.0557601e+00;END;END
5.2000000e+01;1.0870500e+00;END;END
5.3000000e+01;1.1180838e+00;END;END
5.4000000e+01;1.1488247e+00;END;END
5.5000000e+01;1.1792356e+00;END;END
5.6000000e+01;1.2092801e+00;END;END
5.7000000e+01;1.2389224e+00;END;END
5.8000000e+01;1.2681270e+00;END;END
5.9000000e+01;1.2968589e+00;END;END
6.0000000e+01;1.3250839e+00;END;END
6.1000000e+01;1.3527682e+00;END;END
6.2000000e+01;1.3798788e+00;END;END
6.3000000e+01;1.4063834e+00;END;END
6.4000000e+01;1.4322503e+00;END;END
6.5000000e+01;1.4574488e+00;END;END
6.6000000e+01;1.4819490e+00;END;END
6.7000000e+01;1.5057216e+00;END;END
6.8000000e+01;1.5287384e+00;END;END
6.9000000e+01;1.5509721e+00;END;END
7.0000000e+01;1.5723964e+00;END;END
7.1000000e+01;1.5929859e+00;END;END
7.2000000e+01;1.6127163e+00;END;END
7.3000000e+01;1.6315643e+00;END;END
7.4000000e+01;1.6495076e+00;END;END
7.5000000e+01;1.6665254e+00;END;END
7.6000000e+01;1.6825973e+00;END;END
7.7000000e+01;1.6977048e+00;END;END
7.8000000e+01;1.7118303e+00;END;END
7.9000000e+01;1.7249570e+00;END;END
8.0000000e+01;1.7370701e+00;END;END
8.1000000e+01;1.7481554e+00;END;END
8.2000000e+01;1.7582002e+00;END;END
8.3000000e+01;1.7671931e+00;END;END
8.4000000e+01;1.7751240e+00;END;END
8.5000000e+01;1.7819839e+00;END;END
8.6000000e+01;1.7877651e+00;END;END
8.7000000e+01;1.7924616e+00;END;END
8.8000000e+01;1.7960685e+00;END;END
8.9000000e+01;1.7985821e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
