# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:17:59
NREL's_S826_Airfoil_Re1.400_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.4631032e-01;END;END
-3.0000000e+01;-8.3373952e-01;END;END
-2.9000000e+01;-8.2037914e-01;END;END
-2.8000000e+01;-8.0626535e-01;END;END
-2.7000000e+01;-7.9143757e-01;END;END
-2.6000000e+01;-7.7593952e-01;END;END
-2.5000000e+01;-7.5981927e-01;END;END
-2.4000000e+01;-7.4313033e-01;END;END
-2.3000000e+01;-7.2593224e-01;END;END
-2.2000000e+01;-7.0829195e-01;END;END
-2.1000000e+01;-6.9028509e-01;END;END
-2.0000000e+01;-6.7199808e-01;END;END
-1.9000000e+01;-6.5353048e-01;END;END
-1.8000000e+01;-6.3499844e-01;END;END
-1.7000000e+01;-6.1653942e-01;END;END
-1.6000000e+01;-5.9831846e-01;END;END
-1.5000000e+01;-5.8053678e-01;END;END
-1.4000000e+01;-5.6344509e-01;END;END
-1.3000000e+01;-5.0929999e-01;END;END
-1.2000000e+01;-5.3270000e-01;END;END
-1.1000000e+01;-5.2289999e-01;END;END
-1.0000000e+01;-4.3650001e-01;END;END
-9.0000000e+00;-3.4840000e-01;END;END
-8.0000000e+00;-2.4850000e-01;END;END
-7.0000000e+00;-1.3800000e-01;END;END
-6.0000000e+00;-2.2800000e-02;END;END
-4.0000000e+00;2.1130000e-01;END;END
-2.0000000e+00;4.5339999e-01;END;END
-1.0000000e+00;5.6870002e-01;END;END
0.0000000e+00;6.8330002e-01;END;END
1.0000000e+00;7.9720002e-01;END;END
2.0000000e+00;9.0799999e-01;END;END
3.0000000e+00;1.0132000e+00;END;END
4.0000000e+00;1.1056000e+00;END;END
5.0000000e+00;1.1990000e+00;END;END
6.0000000e+00;1.2897000e+00;END;END
7.0000000e+00;1.3693000e+00;END;END
8.0000000e+00;1.4357001e+00;END;END
9.0000000e+00;1.4997000e+00;END;END
1.0000000e+01;1.5590000e+00;END;END
1.1000000e+01;1.6093000e+00;END;END
1.2000000e+01;1.6504000e+00;END;END
1.3000000e+01;1.6815000e+00;END;END
1.4000000e+01;1.7048000e+00;END;END
1.5000000e+01;1.7189000e+00;END;END
1.6000000e+01;1.7229000e+00;END;END
1.7000000e+01;1.7143000e+00;END;END
1.8000000e+01;1.6925000e+00;END;END
1.9000000e+01;1.6592000e+00;END;END
2.0000000e+01;1.5380934e+00;END;END
2.1000000e+01;1.5061535e+00;END;END
2.2000000e+01;1.4781348e+00;END;END
2.3000000e+01;1.4534104e+00;END;END
2.4000000e+01;1.4314542e+00;END;END
2.5000000e+01;1.4118212e+00;END;END
2.6000000e+01;1.3941326e+00;END;END
2.7000000e+01;1.3780628e+00;END;END
2.8000000e+01;1.3633310e+00;END;END
2.9000000e+01;1.3496928e+00;END;END
3.0000000e+01;1.3369353e+00;END;END
3.1000000e+01;1.3248717e+00;END;END
3.2000000e+01;1.3133373e+00;END;END
3.3000000e+01;1.3021866e+00;END;END
3.4000000e+01;1.2912908e+00;END;END
3.5000000e+01;1.2805349e+00;END;END
3.6000000e+01;1.2698170e+00;END;END
3.7000000e+01;1.2590460e+00;END;END
3.8000000e+01;1.2481405e+00;END;END
3.9000000e+01;1.2370276e+00;END;END
4.0000000e+01;1.2256426e+00;END;END
4.1000000e+01;1.2139273e+00;END;END
4.2000000e+01;1.2018301e+00;END;END
4.3000000e+01;1.1893052e+00;END;END
4.4000000e+01;1.1763117e+00;END;END
4.5000000e+01;1.1628139e+00;END;END
4.6000000e+01;1.1487801e+00;END;END
4.7000000e+01;1.1341832e+00;END;END
4.8000000e+01;1.1189994e+00;END;END
4.9000000e+01;1.1032088e+00;END;END
5.0000000e+01;1.0867946e+00;END;END
5.1000000e+01;1.0697435e+00;END;END
5.2000000e+01;1.0520446e+00;END;END
5.3000000e+01;1.0336902e+00;END;END
5.4000000e+01;1.0146750e+00;END;END
5.5000000e+01;9.9499643e-01;END;END
5.6000000e+01;9.7465396e-01;END;END
5.7000000e+01;9.5364964e-01;END;END
5.8000000e+01;9.3198746e-01;END;END
5.9000000e+01;9.0967363e-01;END;END
6.0000000e+01;8.8671619e-01;END;END
6.1000000e+01;8.6312515e-01;END;END
6.2000000e+01;8.3891225e-01;END;END
6.3000000e+01;8.1409103e-01;END;END
6.4000000e+01;7.8867674e-01;END;END
6.5000000e+01;7.6268601e-01;END;END
6.6000000e+01;7.3613727e-01;END;END
6.7000000e+01;7.0905018e-01;END;END
6.8000000e+01;6.8144590e-01;END;END
6.9000000e+01;6.5334684e-01;END;END
7.0000000e+01;6.2477684e-01;END;END
7.1000000e+01;5.9576088e-01;END;END
7.2000000e+01;5.6632501e-01;END;END
7.3000000e+01;5.3649652e-01;END;END
7.4000000e+01;5.0630367e-01;END;END
7.5000000e+01;4.7577578e-01;END;END
7.6000000e+01;4.4494307e-01;END;END
7.7000000e+01;4.1383663e-01;END;END
7.8000000e+01;3.8248840e-01;END;END
7.9000000e+01;3.5093117e-01;END;END
8.0000000e+01;3.1919840e-01;END;END
8.1000000e+01;2.8732422e-01;END;END
8.2000000e+01;2.5534341e-01;END;END
8.3000000e+01;2.2329132e-01;END;END
8.4000000e+01;1.9120389e-01;END;END
8.5000000e+01;1.5911743e-01;END;END
8.6000000e+01;1.2706876e-01;END;END
8.7000000e+01;9.5095053e-02;END;END
8.8000000e+01;6.3233793e-02;END;END
8.9000000e+01;3.1522773e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
