# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:14:57
NREL's_S826_Airfoil_Re0.900_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7989063e+00;END;END
-8.8000000e+01;1.7967169e+00;END;END
-8.7000000e+01;1.7934340e+00;END;END
-8.6000000e+01;1.7890611e+00;END;END
-8.5000000e+01;1.7836031e+00;END;END
-8.4000000e+01;1.7770659e+00;END;END
-8.3000000e+01;1.7694572e+00;END;END
-8.2000000e+01;1.7607858e+00;END;END
-8.1000000e+01;1.7510617e+00;END;END
-8.0000000e+01;1.7402961e+00;END;END
-7.9000000e+01;1.7285019e+00;END;END
-7.8000000e+01;1.7156929e+00;END;END
-7.7000000e+01;1.7018840e+00;END;END
-7.6000000e+01;1.6870918e+00;END;END
-7.5000000e+01;1.6713338e+00;END;END
-7.4000000e+01;1.6546285e+00;END;END
-7.3000000e+01;1.6369960e+00;END;END
-7.2000000e+01;1.6184573e+00;END;END
-7.1000000e+01;1.5990344e+00;END;END
-7.0000000e+01;1.5787505e+00;END;END
-6.9000000e+01;1.5576299e+00;END;END
-6.8000000e+01;1.5356979e+00;END;END
-6.7000000e+01;1.5129807e+00;END;END
-6.6000000e+01;1.4895054e+00;END;END
-6.5000000e+01;1.4653003e+00;END;END
-6.4000000e+01;1.4403945e+00;END;END
-6.3000000e+01;1.4148177e+00;END;END
-6.2000000e+01;1.3886008e+00;END;END
-6.1000000e+01;1.3617752e+00;END;END
-6.0000000e+01;1.3343730e+00;END;END
-5.9000000e+01;1.3064275e+00;END;END
-5.8000000e+01;1.2779720e+00;END;END
-5.7000000e+01;1.2490408e+00;END;END
-5.6000000e+01;1.2196690e+00;END;END
-5.5000000e+01;1.1898916e+00;END;END
-5.4000000e+01;1.1597447e+00;END;END
-5.3000000e+01;1.1292645e+00;END;END
-5.2000000e+01;1.0984879e+00;END;END
-5.1000000e+01;1.0674518e+00;END;END
-5.0000000e+01;1.0361937e+00;END;END
-4.9000000e+01;1.0047513e+00;END;END
-4.8000000e+01;9.7316265e-01;END;END
-4.7000000e+01;9.4146568e-01;END;END
-4.6000000e+01;9.0969872e-01;END;END
-4.5000000e+01;8.7790012e-01;END;END
-4.4000000e+01;8.4610826e-01;END;END
-4.3000000e+01;8.1436151e-01;END;END
-4.2000000e+01;7.8269815e-01;END;END
-4.1000000e+01;7.5115657e-01;END;END
-4.0000000e+01;7.1977472e-01;END;END
-3.9000000e+01;6.8859059e-01;END;END
-3.8000000e+01;6.5764183e-01;END;END
-3.7000000e+01;6.2696588e-01;END;END
-3.6000000e+01;5.9659976e-01;END;END
-3.5000000e+01;5.6658012e-01;END;END
-3.4000000e+01;5.3694338e-01;END;END
-3.3000000e+01;5.0772524e-01;END;END
-3.2000000e+01;4.7896111e-01;END;END
-3.1000000e+01;4.5068574e-01;END;END
-3.0000000e+01;4.2293328e-01;END;END
-2.9000000e+01;3.9573735e-01;END;END
-2.8000000e+01;3.6913079e-01;END;END
-2.7000000e+01;3.4314582e-01;END;END
-2.6000000e+01;3.1781381e-01;END;END
-2.5000000e+01;2.9316545e-01;END;END
-2.4000000e+01;2.6923054e-01;END;END
-2.3000000e+01;2.4603806e-01;END;END
-2.2000000e+01;2.2361602e-01;END;END
-2.1000000e+01;2.0199159e-01;END;END
-2.0000000e+01;1.8119089e-01;END;END
-1.9000000e+01;1.6123913e-01;END;END
-1.8000000e+01;1.4216043e-01;END;END
-1.7000000e+01;1.2397788e-01;END;END
-1.6000000e+01;1.0671349e-01;END;END
-1.5000000e+01;1.5500000e-01;END;END
-1.4000000e+01;1.3919000e-01;END;END
-1.3000000e+01;1.2241000e-01;END;END
-1.0000000e+01;2.3860000e-02;END;END
-9.0000000e+00;1.6540000e-02;END;END
-8.0000000e+00;1.3680000e-02;END;END
-7.0000000e+00;1.2050000e-02;END;END
-6.0000000e+00;1.0870000e-02;END;END
-5.0000000e+00;1.0050000e-02;END;END
-4.0000000e+00;9.4100004e-03;END;END
-2.0000000e+00;7.6899999e-03;END;END
-1.0000000e+00;7.8099999e-03;END;END
0.0000000e+00;7.9800002e-03;END;END
1.0000000e+00;8.1700003e-03;END;END
2.0000000e+00;8.4300004e-03;END;END
3.0000000e+00;8.9299995e-03;END;END
4.0000000e+00;1.0350000e-02;END;END
5.0000000e+00;1.2390000e-02;END;END
7.0000000e+00;1.5810000e-02;END;END
8.0000000e+00;1.8020000e-02;END;END
9.0000000e+00;2.0749999e-02;END;END
1.0000000e+01;2.4049999e-02;END;END
1.1000000e+01;2.8120000e-02;END;END
1.2000000e+01;3.3620000e-02;END;END
1.3000000e+01;4.0730000e-02;END;END
1.4000000e+01;4.9899999e-02;END;END
1.5000000e+01;6.1450001e-02;END;END
1.6000000e+01;7.5520001e-02;END;END
1.7000000e+01;9.3000002e-02;END;END
1.8000000e+01;1.1390000e-01;END;END
1.9000000e+01;1.3851000e-01;END;END
2.0000000e+01;1.6760001e-01;END;END
2.1000000e+01;1.7199874e-01;END;END
2.2000000e+01;1.9382867e-01;END;END
2.3000000e+01;2.1646528e-01;END;END
2.4000000e+01;2.3988137e-01;END;END
2.5000000e+01;2.6404878e-01;END;END
2.6000000e+01;2.8893852e-01;END;END
2.7000000e+01;3.1452072e-01;END;END
2.8000000e+01;3.4076461e-01;END;END
2.9000000e+01;3.6763871e-01;END;END
3.0000000e+01;3.9511076e-01;END;END
3.1000000e+01;4.2314780e-01;END;END
3.2000000e+01;4.5171613e-01;END;END
3.3000000e+01;4.8078156e-01;END;END
3.4000000e+01;5.1030916e-01;END;END
3.5000000e+01;5.4026347e-01;END;END
3.6000000e+01;5.7060868e-01;END;END
3.7000000e+01;6.0130835e-01;END;END
3.8000000e+01;6.3232565e-01;END;END
3.9000000e+01;6.6362345e-01;END;END
4.0000000e+01;6.9516426e-01;END;END
4.1000000e+01;7.2691023e-01;END;END
4.2000000e+01;7.5882339e-01;END;END
4.3000000e+01;7.9086548e-01;END;END
4.4000000e+01;8.2299823e-01;END;END
4.5000000e+01;8.5518312e-01;END;END
4.6000000e+01;8.8738167e-01;END;END
4.7000000e+01;9.1955531e-01;END;END
4.8000000e+01;9.5166570e-01;END;END
4.9000000e+01;9.8367435e-01;END;END
5.0000000e+01;1.0155431e+00;END;END
5.1000000e+01;1.0472338e+00;END;END
5.2000000e+01;1.0787086e+00;END;END
5.3000000e+01;1.1099302e+00;END;END
5.4000000e+01;1.1408610e+00;END;END
5.5000000e+01;1.1714644e+00;END;END
5.6000000e+01;1.2017039e+00;END;END
5.7000000e+01;1.2315434e+00;END;END
5.8000000e+01;1.2609475e+00;END;END
5.9000000e+01;1.2898810e+00;END;END
6.0000000e+01;1.3183097e+00;END;END
6.1000000e+01;1.3461998e+00;END;END
6.2000000e+01;1.3735182e+00;END;END
6.3000000e+01;1.4002326e+00;END;END
6.4000000e+01;1.4263111e+00;END;END
6.5000000e+01;1.4517230e+00;END;END
6.6000000e+01;1.4764383e+00;END;END
6.7000000e+01;1.5004277e+00;END;END
6.8000000e+01;1.5236630e+00;END;END
6.9000000e+01;1.5461167e+00;END;END
7.0000000e+01;1.5677625e+00;END;END
7.1000000e+01;1.5885750e+00;END;END
7.2000000e+01;1.6085296e+00;END;END
7.3000000e+01;1.6276031e+00;END;END
7.4000000e+01;1.6457732e+00;END;END
7.5000000e+01;1.6630187e+00;END;END
7.6000000e+01;1.6793196e+00;END;END
7.7000000e+01;1.6946571e+00;END;END
7.8000000e+01;1.7090133e+00;END;END
7.9000000e+01;1.7223718e+00;END;END
8.0000000e+01;1.7347174e+00;END;END
8.1000000e+01;1.7460359e+00;END;END
8.2000000e+01;1.7563146e+00;END;END
8.3000000e+01;1.7655420e+00;END;END
8.4000000e+01;1.7737077e+00;END;END
8.5000000e+01;1.7808030e+00;END;END
8.6000000e+01;1.7868201e+00;END;END
8.7000000e+01;1.7917526e+00;END;END
8.8000000e+01;1.7955956e+00;END;END
8.9000000e+01;1.7983456e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
