# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:15:24
NREL's_S826_Airfoil_Re1.000_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.3983767e-01;END;END
-3.0000000e+01;-8.2693362e-01;END;END
-2.9000000e+01;-8.1322008e-01;END;END
-2.8000000e+01;-7.9873091e-01;END;END
-2.7000000e+01;-7.8350335e-01;END;END
-2.6000000e+01;-7.6757830e-01;END;END
-2.5000000e+01;-7.5100076e-01;END;END
-2.4000000e+01;-7.3382056e-01;END;END
-2.3000000e+01;-7.1609288e-01;END;END
-2.2000000e+01;-6.9787961e-01;END;END
-2.1000000e+01;-6.7925030e-01;END;END
-2.0000000e+01;-6.6028392e-01;END;END
-1.9000000e+01;-6.4107126e-01;END;END
-1.8000000e+01;-6.2171775e-01;END;END
-1.7000000e+01;-6.0234725e-01;END;END
-1.6000000e+01;-5.8310819e-01;END;END
-1.5000000e+01;-2.8880000e-01;END;END
-1.4000000e+01;-2.6740000e-01;END;END
-1.1000000e+01;-4.9710000e-01;END;END
-9.0000000e+00;-3.4020001e-01;END;END
-8.0000000e+00;-2.4570000e-01;END;END
-7.0000000e+00;-1.4080000e-01;END;END
-6.0000000e+00;-2.8000001e-02;END;END
-5.0000000e+00;8.7899998e-02;END;END
-4.0000000e+00;2.0479999e-01;END;END
-3.0000000e+00;3.2350001e-01;END;END
-2.0000000e+00;4.4589999e-01;END;END
-1.0000000e+00;5.6070000e-01;END;END
0.0000000e+00;6.7490000e-01;END;END
1.0000000e+00;7.8829998e-01;END;END
3.0000000e+00;1.0079000e+00;END;END
4.0000000e+00;1.1015000e+00;END;END
5.0000000e+00;1.1905000e+00;END;END
6.0000000e+00;1.2771000e+00;END;END
7.0000000e+00;1.3546000e+00;END;END
8.0000000e+00;1.4216000e+00;END;END
9.0000000e+00;1.4788001e+00;END;END
1.0000000e+01;1.5326999e+00;END;END
1.1000000e+01;1.5799000e+00;END;END
1.2000000e+01;1.6167001e+00;END;END
1.3000000e+01;1.6457000e+00;END;END
1.4000000e+01;1.6651000e+00;END;END
1.5000000e+01;1.6745000e+00;END;END
1.6000000e+01;1.6734999e+00;END;END
1.7000000e+01;1.6585000e+00;END;END
1.8000000e+01;1.6318001e+00;END;END
1.9000000e+01;1.5936000e+00;END;END
2.0000000e+01;1.5439000e+00;END;END
2.1000000e+01;1.4283350e+00;END;END
2.2000000e+01;1.4047062e+00;END;END
2.3000000e+01;1.3840226e+00;END;END
2.4000000e+01;1.3658010e+00;END;END
2.5000000e+01;1.3496325e+00;END;END
2.6000000e+01;1.3351686e+00;END;END
2.7000000e+01;1.3221098e+00;END;END
2.8000000e+01;1.3101974e+00;END;END
2.9000000e+01;1.2992063e+00;END;END
3.0000000e+01;1.2889400e+00;END;END
3.1000000e+01;1.2792259e+00;END;END
3.2000000e+01;1.2699122e+00;END;END
3.3000000e+01;1.2608645e+00;END;END
3.4000000e+01;1.2519633e+00;END;END
3.5000000e+01;1.2431027e+00;END;END
3.6000000e+01;1.2341880e+00;END;END
3.7000000e+01;1.2251348e+00;END;END
3.8000000e+01;1.2158680e+00;END;END
3.9000000e+01;1.2063203e+00;END;END
4.0000000e+01;1.1964314e+00;END;END
4.1000000e+01;1.1861477e+00;END;END
4.2000000e+01;1.1754216e+00;END;END
4.3000000e+01;1.1642106e+00;END;END
4.4000000e+01;1.1524773e+00;END;END
4.5000000e+01;1.1401887e+00;END;END
4.6000000e+01;1.1273159e+00;END;END
4.7000000e+01;1.1138339e+00;END;END
4.8000000e+01;1.0997217e+00;END;END
4.9000000e+01;1.0849608e+00;END;END
5.0000000e+01;1.0695367e+00;END;END
5.1000000e+01;1.0534374e+00;END;END
5.2000000e+01;1.0366539e+00;END;END
5.3000000e+01;1.0191796e+00;END;END
5.4000000e+01;1.0010107e+00;END;END
5.5000000e+01;9.8214573e-01;END;END
5.6000000e+01;9.6258533e-01;END;END
5.7000000e+01;9.4233257e-01;END;END
5.8000000e+01;9.2139232e-01;END;END
5.9000000e+01;8.9977169e-01;END;END
6.0000000e+01;8.7747949e-01;END;END
6.1000000e+01;8.5452646e-01;END;END
6.2000000e+01;8.3092511e-01;END;END
6.3000000e+01;8.0668950e-01;END;END
6.4000000e+01;7.8183550e-01;END;END
6.5000000e+01;7.5638038e-01;END;END
6.6000000e+01;7.3034292e-01;END;END
6.7000000e+01;7.0374328e-01;END;END
6.8000000e+01;6.7660308e-01;END;END
6.9000000e+01;6.4894521e-01;END;END
7.0000000e+01;6.2079370e-01;END;END
7.1000000e+01;5.9217393e-01;END;END
7.2000000e+01;5.6311232e-01;END;END
7.3000000e+01;5.3363639e-01;END;END
7.4000000e+01;5.0377470e-01;END;END
7.5000000e+01;4.7355679e-01;END;END
7.6000000e+01;4.4301307e-01;END;END
7.7000000e+01;4.1217488e-01;END;END
7.8000000e+01;3.8107437e-01;END;END
7.9000000e+01;3.4974444e-01;END;END
8.0000000e+01;3.1821868e-01;END;END
8.1000000e+01;2.8653142e-01;END;END
8.2000000e+01;2.5471756e-01;END;END
8.3000000e+01;2.2281253e-01;END;END
8.4000000e+01;1.9085236e-01;END;END
8.5000000e+01;1.5887345e-01;END;END
8.6000000e+01;1.2691268e-01;END;END
8.7000000e+01;9.5007293e-02;END;END
8.8000000e+01;6.3194796e-02;END;END
8.9000000e+01;3.1513024e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
