# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:12:39
NREL's_S826_Airfoil_Re0.700_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.3628207e-01;END;END
-3.0000000e+01;-8.2319504e-01;END;END
-2.9000000e+01;-8.0928737e-01;END;END
-2.8000000e+01;-7.9459202e-01;END;END
-2.7000000e+01;-7.7914482e-01;END;END
-2.6000000e+01;-7.6298523e-01;END;END
-2.5000000e+01;-7.4615657e-01;END;END
-2.4000000e+01;-7.2870648e-01;END;END
-2.3000000e+01;-7.1068794e-01;END;END
-2.2000000e+01;-6.9215983e-01;END;END
-2.1000000e+01;-6.7318857e-01;END;END
-2.0000000e+01;-6.5384901e-01;END;END
-1.9000000e+01;-6.3422710e-01;END;END
-1.8000000e+01;-6.1442226e-01;END;END
-1.7000000e+01;-5.9455115e-01;END;END
-1.6000000e+01;-5.7475281e-01;END;END
-1.5000000e+01;-3.2300001e-01;END;END
-1.4500000e+01;-3.0620000e-01;END;END
-1.4000000e+01;-2.9170001e-01;END;END
-1.3500000e+01;-2.7739999e-01;END;END
-1.3000000e+01;-2.7250001e-01;END;END
-1.2500000e+01;-2.6190001e-01;END;END
-1.2000000e+01;-2.4560000e-01;END;END
-1.1000000e+01;-2.6370001e-01;END;END
-1.0500000e+01;-4.3979999e-01;END;END
-1.0000000e+01;-4.7080001e-01;END;END
-9.5000000e+00;-4.6759999e-01;END;END
-9.0000000e+00;-4.1880000e-01;END;END
-8.5000000e+00;-3.2640001e-01;END;END
-8.0000000e+00;-2.4510001e-01;END;END
-7.5000000e+00;-1.9230001e-01;END;END
-7.0000000e+00;-1.4090000e-01;END;END
-6.5000000e+00;-8.7499999e-02;END;END
-6.0000000e+00;-3.1800002e-02;END;END
-5.5000000e+00;2.4700001e-02;END;END
-5.0000000e+00;8.2000002e-02;END;END
-4.5000000e+00;1.4000000e-01;END;END
-4.0000000e+00;1.9890000e-01;END;END
-3.5000000e+00;2.5749999e-01;END;END
-3.0000000e+00;3.1720001e-01;END;END
-2.5000000e+00;3.8110000e-01;END;END
-2.0000000e+00;4.3830001e-01;END;END
-1.5000000e+00;4.9529999e-01;END;END
-1.0000000e+00;5.5229998e-01;END;END
-5.0000000e-01;6.0920000e-01;END;END
0.0000000e+00;6.6579998e-01;END;END
5.0000000e-01;7.2259998e-01;END;END
1.0000000e+00;7.7890003e-01;END;END
1.5000000e+00;8.3530003e-01;END;END
2.0000000e+00;8.9109999e-01;END;END
2.5000000e+00;9.4540000e-01;END;END
3.0000000e+00;9.9860001e-01;END;END
3.5000000e+00;1.0516000e+00;END;END
4.0000000e+00;1.1006000e+00;END;END
4.5000000e+00;1.1417000e+00;END;END
5.0000000e+00;1.1828001e+00;END;END
5.5000000e+00;1.2246000e+00;END;END
6.0000000e+00;1.2634000e+00;END;END
6.5000000e+00;1.3020999e+00;END;END
7.0000000e+00;1.3375000e+00;END;END
7.5000000e+00;1.3721000e+00;END;END
8.0000000e+00;1.4030000e+00;END;END
8.5000000e+00;1.4326000e+00;END;END
9.0000000e+00;1.4603000e+00;END;END
9.5000000e+00;1.4845999e+00;END;END
1.0000000e+01;1.5060000e+00;END;END
1.0500000e+01;1.5271000e+00;END;END
1.1000000e+01;1.5470001e+00;END;END
1.1500000e+01;1.5651000e+00;END;END
1.2000000e+01;1.5807000e+00;END;END
1.2500000e+01;1.5942000e+00;END;END
1.3000000e+01;1.6048000e+00;END;END
1.3500000e+01;1.6141000e+00;END;END
1.4000000e+01;1.6217000e+00;END;END
1.4500000e+01;1.6267999e+00;END;END
1.5000000e+01;1.6301000e+00;END;END
1.5500000e+01;1.6253999e+00;END;END
1.6000000e+01;1.6213000e+00;END;END
1.6500000e+01;1.6137000e+00;END;END
1.7000000e+01;1.6030000e+00;END;END
1.7500000e+01;1.5896000e+00;END;END
1.8000000e+01;1.5727000e+00;END;END
1.8500000e+01;1.5511000e+00;END;END
1.9000000e+01;1.5322000e+00;END;END
1.9500000e+01;1.5060000e+00;END;END
2.0000000e+01;1.4805000e+00;END;END
2.1000000e+01;1.3983802e+00;END;END
2.2000000e+01;1.3764414e+00;END;END
2.3000000e+01;1.3573132e+00;END;END
2.4000000e+01;1.3405291e+00;END;END
2.5000000e+01;1.3256942e+00;END;END
2.6000000e+01;1.3124716e+00;END;END
2.7000000e+01;1.3005718e+00;END;END
2.8000000e+01;1.2897446e+00;END;END
2.9000000e+01;1.2797724e+00;END;END
3.0000000e+01;1.2704650e+00;END;END
3.1000000e+01;1.2616554e+00;END;END
3.2000000e+01;1.2531967e+00;END;END
3.3000000e+01;1.2449584e+00;END;END
3.4000000e+01;1.2368250e+00;END;END
3.5000000e+01;1.2286937e+00;END;END
3.6000000e+01;1.2204732e+00;END;END
3.7000000e+01;1.2120814e+00;END;END
3.8000000e+01;1.2034454e+00;END;END
3.9000000e+01;1.1945001e+00;END;END
4.0000000e+01;1.1851871e+00;END;END
4.1000000e+01;1.1754545e+00;END;END
4.2000000e+01;1.1652561e+00;END;END
4.3000000e+01;1.1545509e+00;END;END
4.4000000e+01;1.1433027e+00;END;END
4.5000000e+01;1.1314795e+00;END;END
4.6000000e+01;1.1190536e+00;END;END
4.7000000e+01;1.1060009e+00;END;END
4.8000000e+01;1.0923010e+00;END;END
4.9000000e+01;1.0779366e+00;END;END
5.0000000e+01;1.0628935e+00;END;END
5.1000000e+01;1.0471606e+00;END;END
5.2000000e+01;1.0307294e+00;END;END
5.3000000e+01;1.0135940e+00;END;END
5.4000000e+01;9.9575090e-01;END;END
5.5000000e+01;9.7719908e-01;END;END
5.6000000e+01;9.5793974e-01;END;END
5.7000000e+01;9.3797624e-01;END;END
5.8000000e+01;9.1731393e-01;END;END
5.9000000e+01;8.9596009e-01;END;END
6.0000000e+01;8.7392396e-01;END;END
6.1000000e+01;8.5121655e-01;END;END
6.2000000e+01;8.2785058e-01;END;END
6.3000000e+01;8.0384046e-01;END;END
6.4000000e+01;7.7920210e-01;END;END
6.5000000e+01;7.5395316e-01;END;END
6.6000000e+01;7.2811252e-01;END;END
6.7000000e+01;7.0170051e-01;END;END
6.8000000e+01;6.7473900e-01;END;END
6.9000000e+01;6.4725089e-01;END;END
7.0000000e+01;6.1926049e-01;END;END
7.1000000e+01;5.9079325e-01;END;END
7.2000000e+01;5.6187570e-01;END;END
7.3000000e+01;5.3253549e-01;END;END
7.4000000e+01;5.0280124e-01;END;END
7.5000000e+01;4.7270262e-01;END;END
7.6000000e+01;4.4227016e-01;END;END
7.7000000e+01;4.1153523e-01;END;END
7.8000000e+01;3.8053006e-01;END;END
7.9000000e+01;3.4928760e-01;END;END
8.0000000e+01;3.1784156e-01;END;END
8.1000000e+01;2.8622627e-01;END;END
8.2000000e+01;2.5447664e-01;END;END
8.3000000e+01;2.2262824e-01;END;END
8.4000000e+01;1.9071704e-01;END;END
8.5000000e+01;1.5877953e-01;END;END
8.6000000e+01;1.2685262e-01;END;END
8.7000000e+01;9.4973505e-02;END;END
8.8000000e+01;6.3179791e-02;END;END
8.9000000e+01;3.1509273e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
