# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:07:31
NREL's_S826_Airfoil_Re0.200_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-7.7494544e-01;END;END
-3.0000000e+01;-7.5870097e-01;END;END
-2.9000000e+01;-7.4144584e-01;END;END
-2.8000000e+01;-7.2319353e-01;END;END
-2.7000000e+01;-7.0395774e-01;END;END
-2.6000000e+01;-6.8375212e-01;END;END
-2.5000000e+01;-6.6259021e-01;END;END
-2.4000000e+01;-6.4048481e-01;END;END
-2.3000000e+01;-6.1744785e-01;END;END
-2.2000000e+01;-5.9349000e-01;END;END
-2.1000000e+01;-5.6861961e-01;END;END
-2.0000000e+01;-5.4284257e-01;END;END
-1.9000000e+01;-5.1616067e-01;END;END
-1.8000000e+01;-4.8857072e-01;END;END
-1.7000000e+01;-4.6006253e-01;END;END
-1.6000000e+01;-4.3061644e-01;END;END
-1.5000000e+01;-4.0020001e-01;END;END
-1.4500000e+01;-3.9150000e-01;END;END
-1.4000000e+01;-3.8360000e-01;END;END
-1.3500000e+01;-3.7700000e-01;END;END
-1.3000000e+01;-3.7189999e-01;END;END
-1.2000000e+01;-3.6820000e-01;END;END
-1.1500000e+01;-3.5069999e-01;END;END
-1.1000000e+01;-3.2810000e-01;END;END
-1.0500000e+01;-3.1009999e-01;END;END
-1.0000000e+01;-3.0030000e-01;END;END
-9.5000000e+00;-3.0540001e-01;END;END
-9.0000000e+00;-3.3149999e-01;END;END
-7.5000000e+00;-3.5060000e-01;END;END
-7.0000000e+00;-2.9550001e-01;END;END
-6.5000000e+00;-2.3010001e-01;END;END
-6.0000000e+00;-1.5650000e-01;END;END
-5.5000000e+00;-6.7599997e-02;END;END
-5.0000000e+00;2.0300001e-02;END;END
-4.5000000e+00;9.8300003e-02;END;END
-4.0000000e+00;1.6769999e-01;END;END
-3.5000000e+00;2.3800001e-01;END;END
-3.0000000e+00;2.9650000e-01;END;END
-2.5000000e+00;3.5360000e-01;END;END
-2.0000000e+00;4.1049999e-01;END;END
-1.5000000e+00;4.6709999e-01;END;END
-1.0000000e+00;5.2370000e-01;END;END
-5.0000000e-01;5.7999998e-01;END;END
0.0000000e+00;6.3620001e-01;END;END
5.0000000e-01;6.9220001e-01;END;END
1.0000000e+00;7.4830002e-01;END;END
1.5000000e+00;8.0419999e-01;END;END
2.0000000e+00;8.5990000e-01;END;END
2.5000000e+00;9.1540003e-01;END;END
3.0000000e+00;9.7049999e-01;END;END
3.5000000e+00;1.0240000e+00;END;END
4.0000000e+00;1.0749000e+00;END;END
4.5000000e+00;1.1239001e+00;END;END
5.0000000e+00;1.1720999e+00;END;END
5.5000000e+00;1.2179000e+00;END;END
6.0000000e+00;1.2512000e+00;END;END
6.5000000e+00;1.2704999e+00;END;END
7.0000000e+00;1.2915000e+00;END;END
7.5000000e+00;1.3139000e+00;END;END
8.0000000e+00;1.3372999e+00;END;END
8.5000000e+00;1.3598000e+00;END;END
9.0000000e+00;1.3801000e+00;END;END
9.5000000e+00;1.3985000e+00;END;END
1.0000000e+01;1.4140000e+00;END;END
1.0500000e+01;1.4268000e+00;END;END
1.1000000e+01;1.4392000e+00;END;END
1.1500000e+01;1.4495000e+00;END;END
1.2000000e+01;1.4567000e+00;END;END
1.3000000e+01;1.4618000e+00;END;END
1.3500000e+01;1.4643000e+00;END;END
1.4000000e+01;1.4640000e+00;END;END
1.4500000e+01;1.4615000e+00;END;END
1.5000000e+01;1.4556000e+00;END;END
1.5500000e+01;1.4449000e+00;END;END
1.6000000e+01;1.4322000e+00;END;END
1.6500000e+01;1.4175000e+00;END;END
1.7000000e+01;1.4002000e+00;END;END
1.7500000e+01;1.3809000e+00;END;END
1.8000000e+01;1.3598000e+00;END;END
1.8500000e+01;1.3351001e+00;END;END
1.9000000e+01;1.3110000e+00;END;END
1.9500000e+01;1.2895000e+00;END;END
2.0000000e+01;1.2740000e+00;END;END
2.1000000e+01;1.2361465e+00;END;END
2.2000000e+01;1.2233597e+00;END;END
2.3000000e+01;1.2126557e+00;END;END
2.4000000e+01;1.2036573e+00;END;END
2.5000000e+01;1.1960449e+00;END;END
2.6000000e+01;1.1895452e+00;END;END
2.7000000e+01;1.1839226e+00;END;END
2.8000000e+01;1.1789733e+00;END;END
2.9000000e+01;1.1745194e+00;END;END
3.0000000e+01;1.1704055e+00;END;END
3.1000000e+01;1.1664946e+00;END;END
3.2000000e+01;1.1626655e+00;END;END
3.3000000e+01;1.1588112e+00;END;END
3.4000000e+01;1.1548364e+00;END;END
3.5000000e+01;1.1506561e+00;END;END
3.6000000e+01;1.1461946e+00;END;END
3.7000000e+01;1.1413844e+00;END;END
3.8000000e+01;1.1361649e+00;END;END
3.9000000e+01;1.1304823e+00;END;END
4.0000000e+01;1.1242884e+00;END;END
4.1000000e+01;1.1175405e+00;END;END
4.2000000e+01;1.1102004e+00;END;END
4.3000000e+01;1.1022345e+00;END;END
4.4000000e+01;1.0936133e+00;END;END
4.5000000e+01;1.0843110e+00;END;END
4.6000000e+01;1.0743054e+00;END;END
4.7000000e+01;1.0635774e+00;END;END
4.8000000e+01;1.0521113e+00;END;END
4.9000000e+01;1.0398937e+00;END;END
5.0000000e+01;1.0269147e+00;END;END
5.1000000e+01;1.0131662e+00;END;END
5.2000000e+01;9.9864322e-01;END;END
5.3000000e+01;9.8334265e-01;END;END
5.4000000e+01;9.6726388e-01;END;END
5.5000000e+01;9.5040834e-01;END;END
5.6000000e+01;9.3277949e-01;END;END
5.7000000e+01;9.1438276e-01;END;END
5.8000000e+01;8.9522547e-01;END;END
5.9000000e+01;8.7531674e-01;END;END
6.0000000e+01;8.5466754e-01;END;END
6.1000000e+01;8.3329028e-01;END;END
6.2000000e+01;8.1119919e-01;END;END
6.3000000e+01;7.8840995e-01;END;END
6.4000000e+01;7.6493979e-01;END;END
6.5000000e+01;7.4080735e-01;END;END
6.6000000e+01;7.1603256e-01;END;END
6.7000000e+01;6.9063693e-01;END;END
6.8000000e+01;6.6464293e-01;END;END
6.9000000e+01;6.3807446e-01;END;END
7.0000000e+01;6.1095655e-01;END;END
7.1000000e+01;5.8331531e-01;END;END
7.2000000e+01;5.5517799e-01;END;END
7.3000000e+01;5.2657276e-01;END;END
7.4000000e+01;4.9752894e-01;END;END
7.5000000e+01;4.6807653e-01;END;END
7.6000000e+01;4.3824658e-01;END;END
7.7000000e+01;4.0807089e-01;END;END
7.8000000e+01;3.7758210e-01;END;END
7.9000000e+01;3.4681350e-01;END;END
8.0000000e+01;3.1579909e-01;END;END
8.1000000e+01;2.8457350e-01;END;END
8.2000000e+01;2.5317189e-01;END;END
8.3000000e+01;2.2163007e-01;END;END
8.4000000e+01;1.8998417e-01;END;END
8.5000000e+01;1.5827090e-01;END;END
8.6000000e+01;1.2652722e-01;END;END
8.7000000e+01;9.4790548e-02;END;END
8.8000000e+01;6.3098490e-02;END;END
8.9000000e+01;3.1488951e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
