# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:16:15
NREL's_S826_Airfoil_Re1.100_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.4314281e-01;END;END
-3.0000000e+01;-8.3040887e-01;END;END
-2.9000000e+01;-8.1687570e-01;END;END
-2.8000000e+01;-8.0257815e-01;END;END
-2.7000000e+01;-7.8755474e-01;END;END
-2.6000000e+01;-7.7184772e-01;END;END
-2.5000000e+01;-7.5550371e-01;END;END
-2.4000000e+01;-7.3857433e-01;END;END
-2.3000000e+01;-7.2111714e-01;END;END
-2.2000000e+01;-7.0319641e-01;END;END
-2.1000000e+01;-6.8488491e-01;END;END
-2.0000000e+01;-6.6626543e-01;END;END
-1.9000000e+01;-6.4743322e-01;END;END
-1.8000000e+01;-6.2849921e-01;END;END
-1.7000000e+01;-6.0959417e-01;END;END
-1.6000000e+01;-5.9087491e-01;END;END
-1.5000000e+01;-5.7253247e-01;END;END
-1.4000000e+01;-2.5940001e-01;END;END
-1.3000000e+01;-2.2840001e-01;END;END
-1.2000000e+01;-4.7990000e-01;END;END
-1.1000000e+01;-5.0880003e-01;END;END
-1.0000000e+01;-4.7340000e-01;END;END
-9.0000000e+00;-3.4009999e-01;END;END
-8.0000000e+00;-2.4690001e-01;END;END
-7.0000000e+00;-1.4020000e-01;END;END
-6.0000000e+00;-2.6699999e-02;END;END
-5.0000000e+00;8.9599997e-02;END;END
-4.0000000e+00;2.0649999e-01;END;END
-3.0000000e+00;3.2530001e-01;END;END
-2.0000000e+00;4.4819999e-01;END;END
-1.0000000e+00;5.6309998e-01;END;END
0.0000000e+00;6.7729998e-01;END;END
1.0000000e+00;7.9089999e-01;END;END
2.0000000e+00;9.0240002e-01;END;END
3.0000000e+00;1.0102000e+00;END;END
4.0000000e+00;1.1023999e+00;END;END
5.0000000e+00;1.1930000e+00;END;END
6.0000000e+00;1.2806000e+00;END;END
7.0000000e+00;1.3591000e+00;END;END
8.0000000e+00;1.4258000e+00;END;END
9.0000000e+00;1.4840000e+00;END;END
1.0000000e+01;1.5407000e+00;END;END
1.1000000e+01;1.5882000e+00;END;END
1.2000000e+01;1.6266000e+00;END;END
1.3000000e+01;1.6560000e+00;END;END
1.4000000e+01;1.6754000e+00;END;END
1.5000000e+01;1.6873000e+00;END;END
1.6000000e+01;1.6890000e+00;END;END
1.7000000e+01;1.6743000e+00;END;END
1.8000000e+01;1.6487000e+00;END;END
1.9000000e+01;1.6115000e+00;END;END
2.0000000e+01;1.5632000e+00;END;END
2.1000000e+01;1.4815595e+00;END;END
2.2000000e+01;1.4549282e+00;END;END
2.3000000e+01;1.4314809e+00;END;END
2.4000000e+01;1.4107050e+00;END;END
2.5000000e+01;1.3921670e+00;END;END
2.6000000e+01;1.3754975e+00;END;END
2.7000000e+01;1.3603793e+00;END;END
2.8000000e+01;1.3465384e+00;END;END
2.9000000e+01;1.3337369e+00;END;END
3.0000000e+01;1.3217667e+00;END;END
3.1000000e+01;1.3104457e+00;END;END
3.2000000e+01;1.2996131e+00;END;END
3.3000000e+01;1.2891271e+00;END;END
3.4000000e+01;1.2788615e+00;END;END
3.5000000e+01;1.2687047e+00;END;END
3.6000000e+01;1.2585567e+00;END;END
3.7000000e+01;1.2483286e+00;END;END
3.8000000e+01;1.2379410e+00;END;END
3.9000000e+01;1.2273227e+00;END;END
4.0000000e+01;1.2164105e+00;END;END
4.1000000e+01;1.2051477e+00;END;END
4.2000000e+01;1.1934839e+00;END;END
4.3000000e+01;1.1813742e+00;END;END
4.4000000e+01;1.1687790e+00;END;END
4.5000000e+01;1.1556634e+00;END;END
4.6000000e+01;1.1419965e+00;END;END
4.7000000e+01;1.1277519e+00;END;END
4.8000000e+01;1.1129068e+00;END;END
4.9000000e+01;1.0974417e+00;END;END
5.0000000e+01;1.0813404e+00;END;END
5.1000000e+01;1.0645901e+00;END;END
5.2000000e+01;1.0471804e+00;END;END
5.3000000e+01;1.0291042e+00;END;END
5.4000000e+01;1.0103565e+00;END;END
5.5000000e+01;9.9093503e-01;END;END
5.6000000e+01;9.7083980e-01;END;END
5.7000000e+01;9.5007294e-01;END;END
5.8000000e+01;9.2863899e-01;END;END
5.9000000e+01;9.0654421e-01;END;END
6.0000000e+01;8.8379699e-01;END;END
6.1000000e+01;8.6040759e-01;END;END
6.2000000e+01;8.3638793e-01;END;END
6.3000000e+01;8.1175184e-01;END;END
6.4000000e+01;7.8651458e-01;END;END
6.5000000e+01;7.6069319e-01;END;END
6.6000000e+01;7.3430598e-01;END;END
6.7000000e+01;7.0737296e-01;END;END
6.8000000e+01;6.7991537e-01;END;END
6.9000000e+01;6.5195572e-01;END;END
7.0000000e+01;6.2351799e-01;END;END
7.1000000e+01;5.9462726e-01;END;END
7.2000000e+01;5.6530964e-01;END;END
7.3000000e+01;5.3559262e-01;END;END
7.4000000e+01;5.0550443e-01;END;END
7.5000000e+01;4.7507450e-01;END;END
7.6000000e+01;4.4433311e-01;END;END
7.7000000e+01;4.1331145e-01;END;END
7.8000000e+01;3.8204151e-01;END;END
7.9000000e+01;3.5055611e-01;END;END
8.0000000e+01;3.1888875e-01;END;END
8.1000000e+01;2.8707364e-01;END;END
8.2000000e+01;2.5514561e-01;END;END
8.3000000e+01;2.2314002e-01;END;END
8.4000000e+01;1.9109279e-01;END;END
8.5000000e+01;1.5904033e-01;END;END
8.6000000e+01;1.2701944e-01;END;END
8.7000000e+01;9.5067315e-02;END;END
8.8000000e+01;6.3221470e-02;END;END
8.9000000e+01;3.1519692e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
