# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:10:21
NREL's_S826_Airfoil_Re0.400_M0.30_N9.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.2635570e-01;END;END
-3.0000000e+01;-8.1275761e-01;END;END
-2.9000000e+01;-7.9830825e-01;END;END
-2.8000000e+01;-7.8303725e-01;END;END
-2.7000000e+01;-7.6697695e-01;END;END
-2.6000000e+01;-7.5016260e-01;END;END
-2.5000000e+01;-7.3263264e-01;END;END
-2.4000000e+01;-7.1442914e-01;END;END
-2.3000000e+01;-6.9559842e-01;END;END
-2.2000000e+01;-6.7619163e-01;END;END
-2.1000000e+01;-6.5626568e-01;END;END
-2.0000000e+01;-6.3588428e-01;END;END
-1.9000000e+01;-6.1511987e-01;END;END
-1.8000000e+01;-5.9405512e-01;END;END
-1.7000000e+01;-5.7278621e-01;END;END
-1.6000000e+01;-5.5142653e-01;END;END
-1.5000000e+01;-3.7029999e-01;END;END
-1.4500000e+01;-3.5769999e-01;END;END
-1.4000000e+01;-3.4850001e-01;END;END
-1.3500000e+01;-3.3719999e-01;END;END
-1.3000000e+01;-3.2519999e-01;END;END
-1.2500000e+01;-3.1259999e-01;END;END
-1.2000000e+01;-2.9120001e-01;END;END
-1.1500000e+01;-2.7770001e-01;END;END
-1.1000000e+01;-2.6490000e-01;END;END
-1.0500000e+01;-2.6539999e-01;END;END
-9.5000000e+00;-3.3039999e-01;END;END
-9.0000000e+00;-3.9030001e-01;END;END
-8.5000000e+00;-4.1020000e-01;END;END
-8.0000000e+00;-3.5479999e-01;END;END
-7.5000000e+00;-2.7640000e-01;END;END
-7.0000000e+00;-1.7770000e-01;END;END
-6.5000000e+00;-9.9500000e-02;END;END
-6.0000000e+00;-3.8699999e-02;END;END
-5.5000000e+00;1.7999999e-02;END;END
-5.0000000e+00;7.4699998e-02;END;END
-4.5000000e+00;1.3210000e-01;END;END
-4.0000000e+00;1.9020000e-01;END;END
-3.5000000e+00;2.4920000e-01;END;END
-3.0000000e+00;3.1369999e-01;END;END
-2.5000000e+00;3.7040001e-01;END;END
-2.0000000e+00;4.2710000e-01;END;END
-1.5000000e+00;4.8370001e-01;END;END
-1.0000000e+00;5.4009998e-01;END;END
-5.0000000e-01;5.9640002e-01;END;END
0.0000000e+00;6.5289998e-01;END;END
5.0000000e-01;7.0920002e-01;END;END
1.0000000e+00;7.6520002e-01;END;END
1.5000000e+00;8.2150000e-01;END;END
2.0000000e+00;8.7720001e-01;END;END
2.5000000e+00;9.3269998e-01;END;END
3.0000000e+00;9.8610002e-01;END;END
3.5000000e+00;1.0379000e+00;END;END
4.0000000e+00;1.0895000e+00;END;END
4.5000000e+00;1.1390001e+00;END;END
5.0000000e+00;1.1805000e+00;END;END
5.5000000e+00;1.2136000e+00;END;END
6.0000000e+00;1.2478000e+00;END;END
6.5000000e+00;1.2790999e+00;END;END
7.0000000e+00;1.3119000e+00;END;END
7.5000000e+00;1.3433000e+00;END;END
8.0000000e+00;1.3732001e+00;END;END
8.5000000e+00;1.4000000e+00;END;END
9.0000000e+00;1.4234000e+00;END;END
9.5000000e+00;1.4462000e+00;END;END
1.0500000e+01;1.4827000e+00;END;END
1.1000000e+01;1.4981000e+00;END;END
1.1500000e+01;1.5113000e+00;END;END
1.2000000e+01;1.5227000e+00;END;END
1.2500000e+01;1.5334001e+00;END;END
1.3000000e+01;1.5427001e+00;END;END
1.3500000e+01;1.5503000e+00;END;END
1.4000000e+01;1.5484000e+00;END;END
1.4500000e+01;1.5503000e+00;END;END
1.5000000e+01;1.5493000e+00;END;END
1.5500000e+01;1.5448999e+00;END;END
1.6000000e+01;1.5376000e+00;END;END
1.6500000e+01;1.5272000e+00;END;END
1.7000000e+01;1.5140001e+00;END;END
1.7500000e+01;1.4982001e+00;END;END
1.8000000e+01;1.4794000e+00;END;END
1.8500000e+01;1.4563000e+00;END;END
1.9000000e+01;1.4357001e+00;END;END
1.9500000e+01;1.4087000e+00;END;END
2.0000000e+01;1.3825001e+00;END;END
2.0500000e+01;1.3569000e+00;END;END
2.1000000e+01;1.3336000e+00;END;END
2.1500000e+01;1.3192000e+00;END;END
2.2000000e+01;1.3121001e+00;END;END
2.2500000e+01;1.3074000e+00;END;END
2.3000000e+01;1.3173000e+00;END;END
2.4000000e+01;1.2472253e+00;END;END
2.5000000e+01;1.2373140e+00;END;END
2.6000000e+01;1.2286742e+00;END;END
2.7000000e+01;1.2210535e+00;END;END
2.8000000e+01;1.2142332e+00;END;END
2.9000000e+01;1.2080228e+00;END;END
3.0000000e+01;1.2022557e+00;END;END
3.1000000e+01;1.1967854e+00;END;END
3.2000000e+01;1.1914828e+00;END;END
3.3000000e+01;1.1862329e+00;END;END
3.4000000e+01;1.1809343e+00;END;END
3.5000000e+01;1.1754965e+00;END;END
3.6000000e+01;1.1698384e+00;END;END
3.7000000e+01;1.1638881e+00;END;END
3.8000000e+01;1.1575812e+00;END;END
3.9000000e+01;1.1508600e+00;END;END
4.0000000e+01;1.1436733e+00;END;END
4.1000000e+01;1.1359752e+00;END;END
4.2000000e+01;1.1277252e+00;END;END
4.3000000e+01;1.1188874e+00;END;END
4.4000000e+01;1.1094301e+00;END;END
4.5000000e+01;1.0993253e+00;END;END
4.6000000e+01;1.0885493e+00;END;END
4.7000000e+01;1.0770814e+00;END;END
4.8000000e+01;1.0649042e+00;END;END
4.9000000e+01;1.0520033e+00;END;END
5.0000000e+01;1.0383672e+00;END;END
5.1000000e+01;1.0239871e+00;END;END
5.2000000e+01;1.0088567e+00;END;END
5.3000000e+01;9.9297202e-01;END;END
5.4000000e+01;9.7633165e-01;END;END
5.5000000e+01;9.5893615e-01;END;END
5.6000000e+01;9.4078833e-01;END;END
5.7000000e+01;9.2189282e-01;END;END
5.8000000e+01;9.0225649e-01;END;END
5.9000000e+01;8.8188779e-01;END;END
6.0000000e+01;8.6079711e-01;END;END
6.1000000e+01;8.3899641e-01;END;END
6.2000000e+01;8.1649953e-01;END;END
6.3000000e+01;7.9332167e-01;END;END
6.4000000e+01;7.6947969e-01;END;END
6.5000000e+01;7.4499184e-01;END;END
6.6000000e+01;7.1987778e-01;END;END
6.7000000e+01;6.9415861e-01;END;END
6.8000000e+01;6.6785663e-01;END;END
6.9000000e+01;6.4099544e-01;END;END
7.0000000e+01;6.1359978e-01;END;END
7.1000000e+01;5.8569562e-01;END;END
7.2000000e+01;5.5730993e-01;END;END
7.3000000e+01;5.2847081e-01;END;END
7.4000000e+01;4.9920717e-01;END;END
7.5000000e+01;4.6954906e-01;END;END
7.6000000e+01;4.3952733e-01;END;END
7.7000000e+01;4.0917364e-01;END;END
7.8000000e+01;3.7852049e-01;END;END
7.9000000e+01;3.4760106e-01;END;END
8.0000000e+01;3.1644922e-01;END;END
8.1000000e+01;2.8509960e-01;END;END
8.2000000e+01;2.5358722e-01;END;END
8.3000000e+01;2.2194779e-01;END;END
8.4000000e+01;1.9021747e-01;END;END
8.5000000e+01;1.5843280e-01;END;END
8.6000000e+01;1.2663080e-01;END;END
8.7000000e+01;9.4848782e-02;END;END
8.8000000e+01;6.3124366e-02;END;END
8.9000000e+01;3.1495418e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
