# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:18:38
NREL's_S826_Airfoil_Re1.500_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.4519434e-01;END;END
-3.0000000e+01;-8.3256608e-01;END;END
-2.9000000e+01;-8.1914479e-01;END;END
-2.8000000e+01;-8.0496627e-01;END;END
-2.7000000e+01;-7.9006958e-01;END;END
-2.6000000e+01;-7.7449787e-01;END;END
-2.5000000e+01;-7.5829881e-01;END;END
-2.4000000e+01;-7.4152517e-01;END;END
-2.3000000e+01;-7.2423577e-01;END;END
-2.2000000e+01;-7.0649666e-01;END;END
-2.1000000e+01;-6.8838251e-01;END;END
-2.0000000e+01;-6.6997832e-01;END;END
-1.9000000e+01;-6.5138227e-01;END;END
-1.8000000e+01;-6.3270861e-01;END;END
-1.7000000e+01;-6.1409247e-01;END;END
-1.6000000e+01;-5.9569591e-01;END;END
-1.5000000e+01;-5.7771671e-01;END;END
-1.4000000e+01;-5.6040066e-01;END;END
-1.3000000e+01;-3.1029999e-01;END;END
-1.2000000e+01;-5.2910000e-01;END;END
-1.1000000e+01;-5.1990002e-01;END;END
-1.0000000e+01;-4.3079999e-01;END;END
-9.0000000e+00;-3.4990001e-01;END;END
-8.0000000e+00;-2.4850000e-01;END;END
-7.0000000e+00;-1.3720000e-01;END;END
-6.0000000e+00;-2.1600001e-02;END;END
-4.0000000e+00;2.1269999e-01;END;END
-3.0000000e+00;3.3149999e-01;END;END
-2.0000000e+00;4.5490000e-01;END;END
-1.0000000e+00;5.7020003e-01;END;END
0.0000000e+00;6.8500000e-01;END;END
1.0000000e+00;7.9900002e-01;END;END
2.0000000e+00;9.0969998e-01;END;END
3.0000000e+00;1.0128000e+00;END;END
4.0000000e+00;1.1068000e+00;END;END
5.0000000e+00;1.2006000e+00;END;END
6.0000000e+00;1.2919000e+00;END;END
7.0000000e+00;1.3729000e+00;END;END
8.0000000e+00;1.4389000e+00;END;END
9.0000000e+00;1.5043000e+00;END;END
1.0000000e+01;1.5642000e+00;END;END
1.1000000e+01;1.6155000e+00;END;END
1.2000000e+01;1.6568000e+00;END;END
1.3000000e+01;1.6891000e+00;END;END
1.4000000e+01;1.7129000e+00;END;END
1.5000000e+01;1.7278000e+00;END;END
1.6000000e+01;1.7323999e+00;END;END
1.7000000e+01;1.7252001e+00;END;END
1.8000000e+01;1.7046000e+00;END;END
1.9000000e+01;1.5824910e+00;END;END
2.0000000e+01;1.5454098e+00;END;END
2.1000000e+01;1.5130455e+00;END;END
2.2000000e+01;1.4846381e+00;END;END
2.3000000e+01;1.4595557e+00;END;END
2.4000000e+01;1.4372687e+00;END;END
2.5000000e+01;1.4173291e+00;END;END
2.6000000e+01;1.3993548e+00;END;END
2.7000000e+01;1.3830184e+00;END;END
2.8000000e+01;1.3680367e+00;END;END
2.9000000e+01;1.3541641e+00;END;END
3.0000000e+01;1.3411860e+00;END;END
3.1000000e+01;1.3289144e+00;END;END
3.2000000e+01;1.3171833e+00;END;END
3.3000000e+01;1.3058463e+00;END;END
3.4000000e+01;1.2947738e+00;END;END
3.5000000e+01;1.2838501e+00;END;END
3.6000000e+01;1.2729726e+00;END;END
3.7000000e+01;1.2620493e+00;END;END
3.8000000e+01;1.2509986e+00;END;END
3.9000000e+01;1.2397472e+00;END;END
4.0000000e+01;1.2282296e+00;END;END
4.1000000e+01;1.2163876e+00;END;END
4.2000000e+01;1.2041690e+00;END;END
4.3000000e+01;1.1915277e+00;END;END
4.4000000e+01;1.1784227e+00;END;END
4.5000000e+01;1.1648177e+00;END;END
4.6000000e+01;1.1506811e+00;END;END
4.7000000e+01;1.1359854e+00;END;END
4.8000000e+01;1.1207067e+00;END;END
4.9000000e+01;1.1048249e+00;END;END
5.0000000e+01;1.0883231e+00;END;END
5.1000000e+01;1.0711876e+00;END;END
5.2000000e+01;1.0534077e+00;END;END
5.3000000e+01;1.0349753e+00;END;END
5.4000000e+01;1.0158852e+00;END;END
5.5000000e+01;9.9613452e-01;END;END
5.6000000e+01;9.7572285e-01;END;END
5.7000000e+01;9.5465195e-01;END;END
5.8000000e+01;9.3292588e-01;END;END
5.9000000e+01;9.1055059e-01;END;END
6.0000000e+01;8.8753426e-01;END;END
6.1000000e+01;8.6388665e-01;END;END
6.2000000e+01;8.3961964e-01;END;END
6.3000000e+01;8.1474656e-01;END;END
6.4000000e+01;7.8928262e-01;END;END
6.5000000e+01;7.6324451e-01;END;END
6.6000000e+01;7.3665047e-01;END;END
6.7000000e+01;7.0952016e-01;END;END
6.8000000e+01;6.8187475e-01;END;END
6.9000000e+01;6.5373671e-01;END;END
7.0000000e+01;6.2512964e-01;END;END
7.1000000e+01;5.9607857e-01;END;END
7.2000000e+01;5.6660956e-01;END;END
7.3000000e+01;5.3674984e-01;END;END
7.4000000e+01;5.0652766e-01;END;END
7.5000000e+01;4.7597232e-01;END;END
7.6000000e+01;4.4511399e-01;END;END
7.7000000e+01;4.1398379e-01;END;END
7.8000000e+01;3.8261366e-01;END;END
7.9000000e+01;3.5103628e-01;END;END
8.0000000e+01;3.1928515e-01;END;END
8.1000000e+01;2.8739443e-01;END;END
8.2000000e+01;2.5539884e-01;END;END
8.3000000e+01;2.2333373e-01;END;END
8.4000000e+01;1.9123502e-01;END;END
8.5000000e+01;1.5913904e-01;END;END
8.6000000e+01;1.2708259e-01;END;END
8.7000000e+01;9.5102824e-02;END;END
8.8000000e+01;6.3237250e-02;END;END
8.9000000e+01;3.1523634e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
