# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:17:02
NREL's_S826_Airfoil_Re1.200_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Drag Coefficient Cd [-];Angle of Attack [deg];Drag Coefficient Cd [-]
-1.5500000e+02;3.2749113e-01;1.2000000e+01;2.8850000e-02
-1.5400000e+02;3.5190466e-01;1.3000000e+01;3.4660000e-02
-1.5300000e+02;3.7699327e-01;1.4000000e+01;4.2309999e-02
-1.5200000e+02;4.0272638e-01;1.5000000e+01;5.2080002e-02
-1.5100000e+02;4.2907265e-01;1.6000000e+01;6.4300001e-02
-1.5000000e+02;4.5600000e-01;1.7000000e+01;7.9449996e-02
-1.4900000e+02;4.8347560e-01;END;END
-1.4800000e+02;5.1146597e-01;END;END
-1.4700000e+02;5.3993702e-01;END;END
-1.4600000e+02;5.6885403e-01;END;END
-1.4500000e+02;5.9818184e-01;END;END
-1.4400000e+02;6.2788469e-01;END;END
-1.4300000e+02;6.5792638e-01;END;END
-1.4200000e+02;6.8827027e-01;END;END
-1.4100000e+02;7.1887946e-01;END;END
-1.4000000e+02;7.4971664e-01;END;END
-1.3900000e+02;7.8074419e-01;END;END
-1.3800000e+02;8.1192434e-01;END;END
-1.3700000e+02;8.4321916e-01;END;END
-1.3600000e+02;8.7459046e-01;END;END
-1.3500000e+02;9.0599996e-01;END;END
-1.3400000e+02;9.3740952e-01;END;END
-1.3300000e+02;9.6878082e-01;END;END
-1.3200000e+02;1.0000756e+00;END;END
-1.3100000e+02;1.0312557e+00;END;END
-1.3000000e+02;1.0622833e+00;END;END
-1.2900000e+02;1.0931205e+00;END;END
-1.2800000e+02;1.1237297e+00;END;END
-1.2700000e+02;1.1540736e+00;END;END
-1.2600000e+02;1.1841153e+00;END;END
-1.2500000e+02;1.2138181e+00;END;END
-1.2400000e+02;1.2431459e+00;END;END
-1.2300000e+02;1.2720629e+00;END;END
-1.2200000e+02;1.3005340e+00;END;END
-1.2100000e+02;1.3285244e+00;END;END
-1.2000000e+02;1.3559999e+00;END;END
-1.1900000e+02;1.3829273e+00;END;END
-1.1800000e+02;1.4092736e+00;END;END
-1.1700000e+02;1.4350067e+00;END;END
-1.1600000e+02;1.4600953e+00;END;END
-1.1500000e+02;1.4845088e+00;END;END
-1.1400000e+02;1.5082175e+00;END;END
-1.1300000e+02;1.5311925e+00;END;END
-1.1200000e+02;1.5534058e+00;END;END
-1.1100000e+02;1.5748303e+00;END;END
-1.1000000e+02;1.5954399e+00;END;END
-1.0900000e+02;1.6152096e+00;END;END
-1.0800000e+02;1.6341152e+00;END;END
-1.0700000e+02;1.6521338e+00;END;END
-1.0600000e+02;1.6692432e+00;END;END
-1.0500000e+02;1.6854228e+00;END;END
-1.0400000e+02;1.7006528e+00;END;END
-1.0300000e+02;1.7149146e+00;END;END
-1.0200000e+02;1.7281909e+00;END;END
-1.0100000e+02;1.7404654e+00;END;END
-1.0000000e+02;1.7517233e+00;END;END
-9.9000000e+01;1.7619509e+00;END;END
-9.8000000e+01;1.7711354e+00;END;END
-9.7000000e+01;1.7792661e+00;END;END
-9.6000000e+01;1.7863328e+00;END;END
-9.5000000e+01;1.7923269e+00;END;END
-9.4000000e+01;1.7972412e+00;END;END
-9.3000000e+01;1.8010696e+00;END;END
-9.2000000e+01;1.8038076e+00;END;END
-9.1000000e+01;1.8054518e+00;END;END
-9.0000000e+01;1.8000000e+00;END;END
-8.9000000e+01;1.7987280e+00;END;END
-8.8000000e+01;1.7963605e+00;END;END
-8.7000000e+01;1.7928995e+00;END;END
-8.6000000e+01;1.7883487e+00;END;END
-8.5000000e+01;1.7827128e+00;END;END
-8.4000000e+01;1.7759984e+00;END;END
-8.3000000e+01;1.7682126e+00;END;END
-8.2000000e+01;1.7593644e+00;END;END
-8.1000000e+01;1.7494639e+00;END;END
-8.0000000e+01;1.7385226e+00;END;END
-7.9000000e+01;1.7265531e+00;END;END
-7.8000000e+01;1.7135694e+00;END;END
-7.7000000e+01;1.6995865e+00;END;END
-7.6000000e+01;1.6846210e+00;END;END
-7.5000000e+01;1.6686903e+00;END;END
-7.4000000e+01;1.6518133e+00;END;END
-7.3000000e+01;1.6340100e+00;END;END
-7.2000000e+01;1.6153011e+00;END;END
-7.1000000e+01;1.5957092e+00;END;END
-7.0000000e+01;1.5752573e+00;END;END
-6.9000000e+01;1.5539697e+00;END;END
-6.8000000e+01;1.5318719e+00;END;END
-6.7000000e+01;1.5089899e+00;END;END
-6.6000000e+01;1.4853512e+00;END;END
-6.5000000e+01;1.4609840e+00;END;END
-6.4000000e+01;1.4359173e+00;END;END
-6.3000000e+01;1.4101809e+00;END;END
-6.2000000e+01;1.3838059e+00;END;END
-6.1000000e+01;1.3568236e+00;END;END
-6.0000000e+01;1.3292663e+00;END;END
-5.9000000e+01;1.3011671e+00;END;END
-5.8000000e+01;1.2725596e+00;END;END
-5.7000000e+01;1.2434782e+00;END;END
-5.6000000e+01;1.2139577e+00;END;END
-5.5000000e+01;1.1840334e+00;END;END
-5.4000000e+01;1.1537414e+00;END;END
-5.3000000e+01;1.1231179e+00;END;END
-5.2000000e+01;1.0921998e+00;END;END
-5.1000000e+01;1.0610242e+00;END;END
-5.0000000e+01;1.0296286e+00;END;END
-4.9000000e+01;9.9805075e-01;END;END
-4.8000000e+01;9.6632850e-01;END;END
-4.7000000e+01;9.3450016e-01;END;END
-4.6000000e+01;9.0260386e-01;END;END
-4.5000000e+01;8.7067813e-01;END;END
-4.4000000e+01;8.3876133e-01;END;END
-4.3000000e+01;8.0689186e-01;END;END
-4.2000000e+01;7.7510810e-01;END;END
-4.1000000e+01;7.4344838e-01;END;END
-4.0000000e+01;7.1195078e-01;END;END
-3.9000000e+01;6.8065327e-01;END;END
-3.8000000e+01;6.4959353e-01;END;END
-3.7000000e+01;6.1880904e-01;END;END
-3.6000000e+01;5.8833688e-01;END;END
-3.5000000e+01;5.5821377e-01;END;END
-3.4000000e+01;5.2847606e-01;END;END
-3.3000000e+01;4.9915954e-01;END;END
-3.2000000e+01;4.7029963e-01;END;END
-3.1000000e+01;4.4193110e-01;END;END
-3.0000000e+01;4.1408819e-01;END;END
-2.9000000e+01;3.8680446e-01;END;END
-2.8000000e+01;3.6011285e-01;END;END
-2.7000000e+01;3.3404556e-01;END;END
-2.6000000e+01;3.0863404e-01;END;END
-2.5000000e+01;2.8390893e-01;END;END
-2.4000000e+01;2.5990012e-01;END;END
-2.3000000e+01;2.3663653e-01;END;END
-2.2000000e+01;2.1414629e-01;END;END
-2.1000000e+01;1.9245651e-01;END;END
-2.0000000e+01;1.7159340e-01;END;END
-1.9000000e+01;1.5158214e-01;END;END
-1.8000000e+01;1.3244687e-01;END;END
-1.7000000e+01;1.1421072e-01;END;END
-1.6000000e+01;9.6895702e-02;END;END
-1.5000000e+01;8.0522716e-02;END;END
-1.4000000e+01;6.5111533e-02;END;END
-1.3000000e+01;5.0680775e-02;END;END
-1.2000000e+01;3.8079999e-02;END;END
-1.1000000e+01;2.5000000e-02;END;END
-1.0000000e+01;1.8420000e-02;END;END
-9.0000000e+00;1.4670000e-02;END;END
-8.0000000e+00;1.2690000e-02;END;END
-7.0000000e+00;1.1250000e-02;END;END
-6.0000000e+00;1.0220000e-02;END;END
-5.0000000e+00;9.4900001e-03;END;END
-4.0000000e+00;8.9699998e-03;END;END
-3.0000000e+00;8.3499998e-03;END;END
-2.0000000e+00;7.1999999e-03;END;END
-1.0000000e+00;7.2900001e-03;END;END
0.0000000e+00;7.4300002e-03;END;END
1.0000000e+00;7.6100002e-03;END;END
2.0000000e+00;7.9300003e-03;END;END
3.0000000e+00;8.4899999e-03;END;END
4.0000000e+00;1.0370000e-02;END;END
5.0000000e+00;1.1990000e-02;END;END
6.0000000e+00;1.3530000e-02;END;END
7.0000000e+00;1.5180000e-02;END;END
8.0000000e+00;1.7270001e-02;END;END
9.0000000e+00;1.9770000e-02;END;END
1.0000000e+01;2.2530001e-02;END;END
1.1000000e+01;2.6210001e-02;END;END
1.2000000e+01;3.1050000e-02;END;END
1.3000000e+01;3.7610002e-02;END;END
1.4000000e+01;4.6080001e-02;END;END
1.5000000e+01;5.6690000e-02;END;END
1.6000000e+01;6.9949999e-02;END;END
1.7000000e+01;8.5800000e-02;END;END
1.8000000e+01;1.0542000e-01;END;END
1.9000000e+01;1.2851000e-01;END;END
2.0000000e+01;1.5553001e-01;END;END
2.1000000e+01;1.6365506e-01;END;END
2.2000000e+01;1.8554217e-01;END;END
2.3000000e+01;2.0823845e-01;END;END
2.4000000e+01;2.3171674e-01;END;END
2.5000000e+01;2.5594884e-01;END;END
2.6000000e+01;2.8090575e-01;END;END
2.7000000e+01;3.0655754e-01;END;END
2.8000000e+01;3.3287343e-01;END;END
2.9000000e+01;3.5982198e-01;END;END
3.0000000e+01;3.8737082e-01;END;END
3.1000000e+01;4.1548702e-01;END;END
3.2000000e+01;4.4413689e-01;END;END
3.3000000e+01;4.7328609e-01;END;END
3.4000000e+01;5.0289977e-01;END;END
3.5000000e+01;5.3294247e-01;END;END
3.6000000e+01;5.6337827e-01;END;END
3.7000000e+01;5.9417069e-01;END;END
3.8000000e+01;6.2528300e-01;END;END
3.9000000e+01;6.5667790e-01;END;END
4.0000000e+01;6.8831789e-01;END;END
4.1000000e+01;7.2016519e-01;END;END
4.2000000e+01;7.5218171e-01;END;END
4.3000000e+01;7.8432918e-01;END;END
4.4000000e+01;8.1656927e-01;END;END
4.5000000e+01;8.4886348e-01;END;END
4.6000000e+01;8.8117331e-01;END;END
4.7000000e+01;9.1346014e-01;END;END
4.8000000e+01;9.4568545e-01;END;END
4.9000000e+01;9.7781098e-01;END;END
5.0000000e+01;1.0097983e+00;END;END
5.1000000e+01;1.0416094e+00;END;END
5.2000000e+01;1.0732063e+00;END;END
5.3000000e+01;1.1045516e+00;END;END
5.4000000e+01;1.1356078e+00;END;END
5.5000000e+01;1.1663383e+00;END;END
5.6000000e+01;1.1967063e+00;END;END
5.7000000e+01;1.2266759e+00;END;END
5.8000000e+01;1.2562114e+00;END;END
5.9000000e+01;1.2852780e+00;END;END
6.0000000e+01;1.3138410e+00;END;END
6.1000000e+01;1.3418669e+00;END;END
6.2000000e+01;1.3693224e+00;END;END
6.3000000e+01;1.3961750e+00;END;END
6.4000000e+01;1.4223932e+00;END;END
6.5000000e+01;1.4479460e+00;END;END
6.6000000e+01;1.4728032e+00;END;END
6.7000000e+01;1.4969357e+00;END;END
6.8000000e+01;1.5203151e+00;END;END
6.9000000e+01;1.5429139e+00;END;END
7.0000000e+01;1.5647058e+00;END;END
7.1000000e+01;1.5856652e+00;END;END
7.2000000e+01;1.6057678e+00;END;END
7.3000000e+01;1.6249901e+00;END;END
7.4000000e+01;1.6433097e+00;END;END
7.5000000e+01;1.6607056e+00;END;END
7.6000000e+01;1.6771575e+00;END;END
7.7000000e+01;1.6926466e+00;END;END
7.8000000e+01;1.7071552e+00;END;END
7.9000000e+01;1.7206665e+00;END;END
8.0000000e+01;1.7331655e+00;END;END
8.1000000e+01;1.7446378e+00;END;END
8.2000000e+01;1.7550708e+00;END;END
8.3000000e+01;1.7644528e+00;END;END
8.4000000e+01;1.7727735e+00;END;END
8.5000000e+01;1.7800241e+00;END;END
8.6000000e+01;1.7861966e+00;END;END
8.7000000e+01;1.7912849e+00;END;END
8.8000000e+01;1.7952838e+00;END;END
8.9000000e+01;1.7981896e+00;END;END
9.0000000e+01;1.8000000e+00;END;END
9.1000000e+01;1.8054518e+00;END;END
9.2000000e+01;1.8038076e+00;END;END
9.3000000e+01;1.8010696e+00;END;END
9.4000000e+01;1.7972412e+00;END;END
9.5000000e+01;1.7923269e+00;END;END
9.6000000e+01;1.7863328e+00;END;END
9.7000000e+01;1.7792661e+00;END;END
9.8000000e+01;1.7711354e+00;END;END
9.9000000e+01;1.7619509e+00;END;END
1.0000000e+02;1.7517233e+00;END;END
1.0100000e+02;1.7404654e+00;END;END
1.0200000e+02;1.7281909e+00;END;END
1.0300000e+02;1.7149146e+00;END;END
1.0400000e+02;1.7006528e+00;END;END
1.0500000e+02;1.6854228e+00;END;END
1.0600000e+02;1.6692432e+00;END;END
1.0700000e+02;1.6521338e+00;END;END
1.0800000e+02;1.6341152e+00;END;END
1.0900000e+02;1.6152096e+00;END;END
1.1000000e+02;1.5954399e+00;END;END
1.1100000e+02;1.5748303e+00;END;END
1.1200000e+02;1.5534058e+00;END;END
1.1300000e+02;1.5311925e+00;END;END
1.1400000e+02;1.5082175e+00;END;END
1.1500000e+02;1.4845088e+00;END;END
1.1600000e+02;1.4600953e+00;END;END
1.1700000e+02;1.4350067e+00;END;END
1.1800000e+02;1.4092736e+00;END;END
1.1900000e+02;1.3829273e+00;END;END
1.2000000e+02;1.3559999e+00;END;END
1.2100000e+02;1.3285244e+00;END;END
1.2200000e+02;1.3005340e+00;END;END
1.2300000e+02;1.2720629e+00;END;END
1.2400000e+02;1.2431459e+00;END;END
1.2500000e+02;1.2138181e+00;END;END
1.2600000e+02;1.1841153e+00;END;END
1.2700000e+02;1.1540736e+00;END;END
1.2800000e+02;1.1237297e+00;END;END
1.2900000e+02;1.0931205e+00;END;END
1.3000000e+02;1.0622833e+00;END;END
1.3100000e+02;1.0312557e+00;END;END
1.3200000e+02;1.0000756e+00;END;END
1.3300000e+02;9.6878082e-01;END;END
1.3400000e+02;9.3740952e-01;END;END
1.3500000e+02;9.0599996e-01;END;END
1.3600000e+02;8.7459046e-01;END;END
1.3700000e+02;8.4321916e-01;END;END
1.3800000e+02;8.1192434e-01;END;END
1.3900000e+02;7.8074419e-01;END;END
1.4000000e+02;7.4971664e-01;END;END
1.4100000e+02;7.1887946e-01;END;END
1.4200000e+02;6.8827027e-01;END;END
1.4300000e+02;6.5792638e-01;END;END
1.4400000e+02;6.2788469e-01;END;END
1.4500000e+02;5.9818184e-01;END;END
1.4600000e+02;5.6885403e-01;END;END
1.4700000e+02;5.3993702e-01;END;END
1.4800000e+02;5.1146597e-01;END;END
1.4900000e+02;4.8347560e-01;END;END
1.5000000e+02;4.5600000e-01;END;END
1.5100000e+02;4.2907265e-01;END;END
1.5200000e+02;4.0272638e-01;END;END
1.5300000e+02;3.7699327e-01;END;END
1.5400000e+02;3.5190466e-01;END;END
1.5500000e+02;3.2749113e-01;END;END
1.5600000e+02;3.0378243e-01;END;END
1.5700000e+02;2.8080747e-01;END;END
1.5800000e+02;2.5859419e-01;END;END
1.5900000e+02;2.3716965e-01;END;END
1.6000000e+02;2.1655999e-01;END;END
1.6100000e+02;1.9679032e-01;END;END
1.6200000e+02;1.7788470e-01;END;END
1.6300000e+02;1.5986618e-01;END;END
1.6400000e+02;1.4275672e-01;END;END
1.6500000e+02;1.2657714e-01;END;END
1.6600000e+02;1.1134716e-01;END;END
1.6700000e+02;9.7085357e-02;END;END
1.6800000e+02;8.3809085e-02;END;END
1.6900000e+02;7.1534529e-02;END;END
1.7000000e+02;6.0276639e-02;END;END
1.7100000e+02;5.0049134e-02;END;END
1.7200000e+02;4.0864471e-02;END;END
1.7300000e+02;3.2733846e-02;END;END
1.7400000e+02;2.5667159e-02;END;END
1.7500000e+02;1.9673022e-02;END;END
1.7600000e+02;1.4758738e-02;END;END
1.7700000e+02;1.0930294e-02;END;END
1.7800000e+02;8.1923548e-03;END;END
1.7900000e+02;6.5482557e-03;END;END
1.8000000e+02;6.0000001e-03;END;END
