# Export File Created with QBlade CE v2.0.9_beta windows on 24.05.2026 at 20:11:38
NREL's_S826_Airfoil_Re0.600_M0.10_N3.0 360 V;NREL's_S826_Airfoil_Re1.600_M0.10_N3.0
Angle of Attack [deg];Lift Coefficient Cl [-];Angle of Attack [deg];Lift Coefficient Cl [-]
-3.1000000e+01;-8.3056062e-01;END;END
-3.0000000e+01;-8.1717902e-01;END;END
-2.9000000e+01;-8.0295914e-01;END;END
-2.8000000e+01;-7.8793198e-01;END;END
-2.7000000e+01;-7.7213138e-01;END;END
-2.6000000e+01;-7.5559443e-01;END;END
-2.5000000e+01;-7.3836148e-01;END;END
-2.4000000e+01;-7.2047716e-01;END;END
-2.3000000e+01;-7.0199049e-01;END;END
-2.2000000e+01;-6.8295598e-01;END;END
-2.1000000e+01;-6.6343439e-01;END;END
-2.0000000e+01;-6.4349437e-01;END;END
-1.9000000e+01;-6.2321389e-01;END;END
-1.8000000e+01;-6.0268289e-01;END;END
-1.7000000e+01;-5.8200610e-01;END;END
-1.6000000e+01;-5.6130779e-01;END;END
-1.5000000e+01;-3.3489999e-01;END;END
-1.4500000e+01;-3.2010001e-01;END;END
-1.4000000e+01;-3.0700001e-01;END;END
-1.3500000e+01;-2.9440001e-01;END;END
-1.3000000e+01;-2.7700001e-01;END;END
-1.2000000e+01;-2.5580001e-01;END;END
-1.1500000e+01;-2.5360000e-01;END;END
-1.0000000e+01;-4.4839999e-01;END;END
-9.0000000e+00;-4.3610001e-01;END;END
-8.5000000e+00;-3.6919999e-01;END;END
-8.0000000e+00;-2.6820001e-01;END;END
-7.5000000e+00;-1.9509999e-01;END;END
-7.0000000e+00;-1.4100000e-01;END;END
-6.5000000e+00;-8.8000000e-02;END;END
-6.0000000e+00;-3.3199999e-02;END;END
-5.5000000e+00;2.3100000e-02;END;END
-5.0000000e+00;7.9899997e-02;END;END
-4.5000000e+00;1.3760000e-01;END;END
-4.0000000e+00;1.9630000e-01;END;END
-3.5000000e+00;2.5490001e-01;END;END
-3.0000000e+00;3.1670001e-01;END;END
-2.5000000e+00;3.7799999e-01;END;END
-2.0000000e+00;4.3520001e-01;END;END
-1.5000000e+00;4.9200001e-01;END;END
-1.0000000e+00;5.4879999e-01;END;END
-5.0000000e-01;6.0560000e-01;END;END
0.0000000e+00;6.6219997e-01;END;END
5.0000000e-01;7.1850002e-01;END;END
1.0000000e+00;7.7520001e-01;END;END
1.5000000e+00;8.3109999e-01;END;END
2.0000000e+00;8.8730001e-01;END;END
2.5000000e+00;9.4190001e-01;END;END
3.0000000e+00;9.9479997e-01;END;END
3.5000000e+00;1.0477000e+00;END;END
4.0000000e+00;1.0983000e+00;END;END
4.5000000e+00;1.1416000e+00;END;END
5.0000000e+00;1.1809000e+00;END;END
5.5000000e+00;1.2206000e+00;END;END
6.0000000e+00;1.2588000e+00;END;END
6.5000000e+00;1.2950000e+00;END;END
7.0000000e+00;1.3304000e+00;END;END
7.5000000e+00;1.3645999e+00;END;END
8.0000000e+00;1.3953000e+00;END;END
8.5000000e+00;1.4234999e+00;END;END
9.0000000e+00;1.4509000e+00;END;END
9.5000000e+00;1.4748000e+00;END;END
1.0000000e+01;1.4960999e+00;END;END
1.0500000e+01;1.5150000e+00;END;END
1.1000000e+01;1.5329000e+00;END;END
1.1500000e+01;1.5497000e+00;END;END
1.2000000e+01;1.5646000e+00;END;END
1.2500000e+01;1.5774000e+00;END;END
1.3000000e+01;1.5881000e+00;END;END
1.3500000e+01;1.5966001e+00;END;END
1.4000000e+01;1.6022000e+00;END;END
1.4500000e+01;1.6066999e+00;END;END
1.5000000e+01;1.6047000e+00;END;END
1.5500000e+01;1.6023000e+00;END;END
1.6000000e+01;1.5972000e+00;END;END
1.6500000e+01;1.5887001e+00;END;END
1.7000000e+01;1.5771000e+00;END;END
1.7500000e+01;1.5628000e+00;END;END
1.8000000e+01;1.5456001e+00;END;END
1.8500000e+01;1.5252000e+00;END;END
1.9000000e+01;1.5049000e+00;END;END
1.9500000e+01;1.4798000e+00;END;END
2.0000000e+01;1.4531000e+00;END;END
2.1000000e+01;1.3625691e+00;END;END
2.2000000e+01;1.3426504e+00;END;END
2.3000000e+01;1.3253818e+00;END;END
2.4000000e+01;1.3103163e+00;END;END
2.5000000e+01;1.2970757e+00;END;END
2.6000000e+01;1.2853371e+00;END;END
2.7000000e+01;1.2748230e+00;END;END
2.8000000e+01;1.2652931e+00;END;END
2.9000000e+01;1.2565391e+00;END;END
3.0000000e+01;1.2483780e+00;END;END
3.1000000e+01;1.2406498e+00;END;END
3.2000000e+01;1.2332131e+00;END;END
3.3000000e+01;1.2259424e+00;END;END
3.4000000e+01;1.2187270e+00;END;END
3.5000000e+01;1.2114679e+00;END;END
3.6000000e+01;1.2040771e+00;END;END
3.7000000e+01;1.1964759e+00;END;END
3.8000000e+01;1.1885941e+00;END;END
3.9000000e+01;1.1803689e+00;END;END
4.0000000e+01;1.1717445e+00;END;END
4.1000000e+01;1.1626707e+00;END;END
4.2000000e+01;1.1531032e+00;END;END
4.3000000e+01;1.1430027e+00;END;END
4.4000000e+01;1.1323344e+00;END;END
4.5000000e+01;1.1210676e+00;END;END
4.6000000e+01;1.1091759e+00;END;END
4.7000000e+01;1.0966364e+00;END;END
4.8000000e+01;1.0834296e+00;END;END
4.9000000e+01;1.0695391e+00;END;END
5.0000000e+01;1.0549517e+00;END;END
5.1000000e+01;1.0396568e+00;END;END
5.2000000e+01;1.0236468e+00;END;END
5.3000000e+01;1.0069164e+00;END;END
5.4000000e+01;9.8946273e-01;END;END
5.5000000e+01;9.7128534e-01;END;END
5.6000000e+01;9.5238596e-01;END;END
5.7000000e+01;9.3276829e-01;END;END
5.8000000e+01;9.1243815e-01;END;END
5.9000000e+01;8.9140332e-01;END;END
6.0000000e+01;8.6967331e-01;END;END
6.1000000e+01;8.4725952e-01;END;END
6.2000000e+01;8.2417500e-01;END;END
6.3000000e+01;8.0043435e-01;END;END
6.4000000e+01;7.7605391e-01;END;END
6.5000000e+01;7.5105137e-01;END;END
6.6000000e+01;7.2544599e-01;END;END
6.7000000e+01;6.9925839e-01;END;END
6.8000000e+01;6.7251039e-01;END;END
6.9000000e+01;6.4522529e-01;END;END
7.0000000e+01;6.1742747e-01;END;END
7.1000000e+01;5.8914256e-01;END;END
7.2000000e+01;5.6039727e-01;END;END
7.3000000e+01;5.3121930e-01;END;END
7.4000000e+01;5.0163746e-01;END;END
7.5000000e+01;4.7168148e-01;END;END
7.6000000e+01;4.4138199e-01;END;END
7.7000000e+01;4.1077054e-01;END;END
7.8000000e+01;3.7987933e-01;END;END
7.9000000e+01;3.4874147e-01;END;END
8.0000000e+01;3.1739071e-01;END;END
8.1000000e+01;2.8586143e-01;END;END
8.2000000e+01;2.5418863e-01;END;END
8.3000000e+01;2.2240791e-01;END;END
8.4000000e+01;1.9055527e-01;END;END
8.5000000e+01;1.5866727e-01;END;END
8.6000000e+01;1.2678079e-01;END;END
8.7000000e+01;9.4933122e-02;END;END
8.8000000e+01;6.3161843e-02;END;END
8.9000000e+01;3.1504788e-02;END;END
9.0000000e+01;1.1021457e-16;END;END
9.1000000e+01;-3.1409547e-02;END;END
9.2000000e+01;-6.2780827e-02;END;END
9.3000000e+01;-9.4075613e-02;END;END
9.4000000e+01;-1.2525579e-01;END;END
9.5000000e+01;-1.5628335e-01;END;END
9.6000000e+01;-1.8712051e-01;END;END
9.7000000e+01;-2.1772970e-01;END;END
9.8000000e+01;-2.4807361e-01;END;END
9.9000000e+01;-2.7811530e-01;END;END
1.0000000e+02;-3.0781811e-01;END;END
1.0100000e+02;-3.3714592e-01;END;END
1.0200000e+02;-3.6606297e-01;END;END
1.0300000e+02;-3.9453402e-01;END;END
1.0400000e+02;-4.2252439e-01;END;END
1.0500000e+02;-4.4999999e-01;END;END
1.0600000e+02;-4.7692734e-01;END;END
1.0700000e+02;-5.0327361e-01;END;END
1.0800000e+02;-5.2900672e-01;END;END
1.0900000e+02;-5.5409533e-01;END;END
1.1000000e+02;-5.7850885e-01;END;END
1.1100000e+02;-6.0221756e-01;END;END
1.1200000e+02;-6.2519252e-01;END;END
1.1300000e+02;-6.4740580e-01;END;END
1.1400000e+02;-6.6883034e-01;END;END
1.1500000e+02;-6.8943995e-01;END;END
1.1600000e+02;-7.0920968e-01;END;END
1.1700000e+02;-7.2811526e-01;END;END
1.1800000e+02;-7.4613380e-01;END;END
1.1900000e+02;-7.6324326e-01;END;END
1.2000000e+02;-7.7942282e-01;END;END
1.2100000e+02;-7.9465282e-01;END;END
1.2200000e+02;-8.0891460e-01;END;END
1.2300000e+02;-8.2219088e-01;END;END
1.2400000e+02;-8.3446544e-01;END;END
1.2500000e+02;-8.4572333e-01;END;END
1.2600000e+02;-8.5595083e-01;END;END
1.2700000e+02;-8.6513549e-01;END;END
1.2800000e+02;-8.7326610e-01;END;END
1.2900000e+02;-8.8033283e-01;END;END
1.3000000e+02;-8.8632697e-01;END;END
1.3100000e+02;-8.9124125e-01;END;END
1.3200000e+02;-8.9506966e-01;END;END
1.3300000e+02;-8.9780760e-01;END;END
1.3400000e+02;-8.9945173e-01;END;END
1.3500000e+02;-8.9999998e-01;END;END
1.3600000e+02;-8.9945173e-01;END;END
1.3700000e+02;-8.9780760e-01;END;END
1.3800000e+02;-8.9506966e-01;END;END
1.3900000e+02;-8.9124125e-01;END;END
1.4000000e+02;-8.8632697e-01;END;END
1.4100000e+02;-8.8033283e-01;END;END
1.4200000e+02;-8.7326610e-01;END;END
1.4300000e+02;-8.6513549e-01;END;END
1.4400000e+02;-8.5595083e-01;END;END
1.4500000e+02;-8.4572333e-01;END;END
1.4600000e+02;-8.3446544e-01;END;END
1.4700000e+02;-8.2219088e-01;END;END
1.4800000e+02;-8.0891460e-01;END;END
1.4900000e+02;-7.9465282e-01;END;END
1.5000000e+02;-7.7942282e-01;END;END
1.5100000e+02;-7.6324326e-01;END;END
1.5200000e+02;-7.4613380e-01;END;END
1.5300000e+02;-7.2811526e-01;END;END
1.5400000e+02;-7.0920968e-01;END;END
1.5500000e+02;-6.8943995e-01;END;END
1.5600000e+02;-6.6883034e-01;END;END
1.5700000e+02;-6.4740580e-01;END;END
1.5800000e+02;-6.2519252e-01;END;END
1.5900000e+02;-6.0221756e-01;END;END
1.6000000e+02;-5.7850885e-01;END;END
1.6100000e+02;-5.5409533e-01;END;END
1.6200000e+02;-5.2900672e-01;END;END
1.6300000e+02;-5.0327361e-01;END;END
1.6400000e+02;-4.7692734e-01;END;END
1.6500000e+02;-4.4999999e-01;END;END
1.6600000e+02;-4.2252439e-01;END;END
1.6700000e+02;-3.9453402e-01;END;END
1.6800000e+02;-3.6606297e-01;END;END
1.6900000e+02;-3.3714592e-01;END;END
1.7000000e+02;-3.0781811e-01;END;END
1.7100000e+02;-2.7811530e-01;END;END
1.7200000e+02;-2.4807361e-01;END;END
1.7300000e+02;-2.1772970e-01;END;END
1.7400000e+02;-1.8712051e-01;END;END
1.7500000e+02;-1.5628335e-01;END;END
1.7600000e+02;-1.2525579e-01;END;END
1.7700000e+02;-9.4075613e-02;END;END
1.7800000e+02;-6.2780827e-02;END;END
1.7900000e+02;-3.1409547e-02;END;END
1.8000000e+02;-2.2042914e-16;END;END
